,,,,,Gecode,Gurobi,Preferred,OGSA
4,37,input_order,indomain_min,time,100.0,190.0,,0.00028296399977989495
4,38,input_order,indomain_min,obj,1196540.0,1196540.0,724440.0,667680.0
4,38,input_order,indomain_min,time,100.0,320.0,,0.00021357100013119634
4,39,input_order,indomain_min,obj,1236490.0,1225014.0,1168746.0,1090346.0
4,39,input_order,indomain_min,time,180.0,670.0,,0.00041810699985944666
4,40,input_order,indomain_min,obj,1349546.0,1349546.0,1208980.0,1112780.0
4,40,input_order,indomain_min,time,120.0,250.0,,0.00020607000078598503
4,41,input_order,indomain_min,obj,600100.0,600100.0,460524.0,459024.0
4,41,input_order,indomain_min,time,130.0,350.0,,0.00022746299873688258
4,42,input_order,indomain_min,obj,480254.0,464354.0,415604.0,400634.0
4,42,input_order,indomain_min,time,100.0,210.0,,0.0002754520010057604
4,43,input_order,indomain_min,obj,1113510.0,1113510.0,999310.0,872310.0
4,43,input_order,indomain_min,time,100.0,180.0,,0.00019427799998084083
4,44,input_order,indomain_min,obj,757300.0,675310.0,580420.0,565420.0
4,44,input_order,indomain_min,time,110.0,240.0,,0.0002396199997747317
4,45,input_order,indomain_min,obj,1755446.0,1755446.0,1616796.0,1430220.0
4,45,input_order,indomain_min,time,100.0,200.0,,0.00019317999976919964
4,46,input_order,indomain_min,obj,740782.0,728582.0,637182.0,610282.0
4,46,input_order,indomain_min,time,100.0,170.0,,0.00017544499860377982
4,47,input_order,indomain_min,obj,3171512.0,3136052.0,3125680.0,2972180.0
4,47,input_order,indomain_min,time,110.0,190.0,,0.00017637299970374443
4,48,input_order,indomain_min,obj,1732368.0,1701168.0,1773668.0,1594968.0
4,48,input_order,indomain_min,time,130.0,190.0,,0.00017194500105688348
4,49,input_order,indomain_min,obj,977147.0,977147.0,1154582.0,919982.0
4,49,input_order,indomain_min,time,160.0,460.0,,0.00042792299973370973
4,50,input_order,indomain_min,obj,746144.0,490968.0,332092.0,332092.0
4,50,input_order,indomain_min,time,160.0,410.0,,0.00024011099958443083
