,,,,,Gecode,Gurobi
4,27,most_constrained,outdomain_max,time,60.0,100.0
4,27,most_constrained,outdomain_median,time,60.0,100.0
4,27,most_constrained,outdomain_min,time,60.0,100.0
4,27,most_constrained,outdomain_random,time,60.0,100.0
4,27,occurrence,indomain,time,60.0,100.0
4,27,occurrence,indomain_interval,time,60.0,100.0
4,27,occurrence,indomain_max,time,70.0,100.0
4,27,occurrence,indomain_min,time,60.0,100.0
4,27,occurrence,indomain_reverse_split,time,70.0,100.0
4,27,occurrence,indomain_split,time,60.0,100.0
4,27,occurrence,indomain_split_random,time,60.0,100.0
4,27,occurrence,outdomain_max,time,60.0,100.0
4,27,occurrence,outdomain_median,time,60.0,100.0
4,27,occurrence,outdomain_min,time,60.0,100.0
4,27,occurrence,outdomain_random,time,70.0,100.0
4,27,smallest,indomain,time,60.0,100.0
4,27,smallest,indomain_interval,time,60.0,100.0
4,27,smallest,indomain_max,time,70.0,100.0
4,27,smallest,indomain_min,time,60.0,100.0
4,27,smallest,indomain_reverse_split,time,70.0,100.0
4,27,smallest,indomain_split,time,60.0,100.0
4,27,smallest,indomain_split_random,time,60.0,100.0
4,27,smallest,outdomain_max,time,60.0,100.0
4,27,smallest,outdomain_median,time,60.0,100.0
4,27,smallest,outdomain_min,time,60.0,100.0
4,27,smallest,outdomain_random,time,60.0,100.0
4,28,anti_first_fail,indomain,time,70.0,100.0
4,28,anti_first_fail,indomain_interval,time,60.0,90.0
4,28,anti_first_fail,indomain_max,time,60.0,90.0
4,28,anti_first_fail,indomain_min,time,70.0,90.0
4,28,anti_first_fail,indomain_reverse_split,time,60.0,90.0
4,28,anti_first_fail,indomain_split,time,60.0,100.0
4,28,anti_first_fail,indomain_split_random,time,70.0,100.0
4,28,anti_first_fail,outdomain_max,time,70.0,100.0
4,28,anti_first_fail,outdomain_median,time,70.0,90.0
4,28,anti_first_fail,outdomain_min,time,70.0,90.0
4,28,anti_first_fail,outdomain_random,time,70.0,90.0
4,28,dom_w_deg,indomain,time,60.0,90.0
4,28,dom_w_deg,indomain_interval,time,60.0,90.0
4,28,dom_w_deg,indomain_max,time,60.0,90.0
4,28,dom_w_deg,indomain_min,time,60.0,90.0
4,28,dom_w_deg,indomain_reverse_split,time,60.0,90.0
4,28,dom_w_deg,indomain_split,time,60.0,90.0
4,28,dom_w_deg,indomain_split_random,time,60.0,90.0
4,28,dom_w_deg,outdomain_max,time,60.0,90.0
4,28,dom_w_deg,outdomain_median,time,60.0,90.0
4,28,dom_w_deg,outdomain_min,time,60.0,90.0
4,28,dom_w_deg,outdomain_random,time,60.0,90.0
4,28,first_fail,indomain,time,60.0,90.0
4,28,first_fail,indomain_interval,time,60.0,90.0
4,28,first_fail,indomain_max,time,60.0,90.0
4,28,first_fail,indomain_min,time,60.0,90.0
4,28,first_fail,indomain_reverse_split,time,60.0,90.0
4,28,first_fail,indomain_split,time,60.0,100.0
4,28,first_fail,indomain_split_random,time,60.0,90.0
4,28,first_fail,outdomain_max,time,60.0,90.0
4,28,first_fail,outdomain_median,time,60.0,100.0
4,28,first_fail,outdomain_min,time,60.0,90.0
4,28,first_fail,outdomain_random,time,60.0,90.0
4,28,impact,indomain,time,60.0,100.0
4,28,impact,indomain_interval,time,60.0,90.0
4,28,impact,indomain_max,time,60.0,90.0
4,28,impact,indomain_min,time,60.0,90.0
4,28,impact,indomain_reverse_split,time,60.0,90.0
4,28,impact,indomain_split,time,60.0,90.0
4,28,impact,indomain_split_random,time,60.0,90.0
4,28,impact,outdomain_max,time,60.0,90.0
4,28,impact,outdomain_median,time,60.0,90.0
4,28,impact,outdomain_min,time,60.0,90.0
4,28,impact,outdomain_random,time,60.0,90.0
4,28,input_order,indomain,time,60.0,90.0
4,28,input_order,indomain_interval,time,60.0,100.0
4,28,input_order,indomain_max,time,60.0,90.0
4,28,input_order,indomain_min,time,70.0,90.0
4,28,input_order,indomain_reverse_split,time,60.0,100.0
4,28,input_order,indomain_split,time,60.0,90.0
4,28,input_order,indomain_split_random,time,70.0,100.0
4,28,input_order,outdomain_max,time,70.0,90.0
4,28,input_order,outdomain_median,time,70.0,90.0
4,28,input_order,outdomain_min,time,70.0,100.0
4,28,input_order,outdomain_random,time,70.0,90.0
4,28,largest,indomain,time,60.0,90.0
4,28,largest,indomain_interval,time,60.0,90.0
4,28,largest,indomain_max,time,60.0,90.0
4,28,largest,indomain_min,time,70.0,90.0
4,28,largest,indomain_reverse_split,time,60.0,100.0
4,28,largest,indomain_split,time,60.0,90.0
4,28,largest,indomain_split_random,time,70.0,90.0
4,28,largest,outdomain_max,time,70.0,90.0
4,28,largest,outdomain_median,time,70.0,90.0
4,28,largest,outdomain_min,time,70.0,90.0
4,28,largest,outdomain_random,time,70.0,100.0
4,28,max_regret,indomain,time,60.0,100.0
4,28,max_regret,indomain_interval,time,60.0,100.0
4,28,max_regret,indomain_max,time,60.0,100.0
4,28,max_regret,indomain_min,time,60.0,90.0
4,28,max_regret,indomain_reverse_split,time,60.0,90.0
4,28,max_regret,indomain_split,time,60.0,90.0
4,28,max_regret,indomain_split_random,time,60.0,90.0
4,28,max_regret,outdomain_max,time,60.0,90.0
4,28,max_regret,outdomain_median,time,60.0,90.0
4,28,max_regret,outdomain_min,time,70.0,90.0
4,28,max_regret,outdomain_random,time,60.0,100.0
4,28,most_constrained,indomain,time,60.0,90.0
4,28,most_constrained,indomain_interval,time,60.0,90.0
4,28,most_constrained,indomain_max,time,60.0,90.0
4,28,most_constrained,indomain_min,time,60.0,90.0
4,28,most_constrained,indomain_reverse_split,time,60.0,100.0
4,28,most_constrained,indomain_split,time,60.0,90.0
4,28,most_constrained,indomain_split_random,time,60.0,90.0
4,28,most_constrained,outdomain_max,time,60.0,90.0
4,28,most_constrained,outdomain_median,time,60.0,90.0
4,28,most_constrained,outdomain_min,time,60.0,90.0
4,28,most_constrained,outdomain_random,time,60.0,90.0
4,28,occurrence,indomain,time,60.0,90.0
4,28,occurrence,indomain_interval,time,60.0,90.0
4,28,occurrence,indomain_max,time,60.0,90.0
4,28,occurrence,indomain_min,time,60.0,100.0
4,28,occurrence,indomain_reverse_split,time,60.0,90.0
4,28,occurrence,indomain_split,time,60.0,100.0
4,28,occurrence,indomain_split_random,time,60.0,100.0
4,28,occurrence,outdomain_max,time,60.0,100.0
4,28,occurrence,outdomain_median,time,60.0,90.0
4,28,occurrence,outdomain_min,time,60.0,90.0
4,28,occurrence,outdomain_random,time,60.0,90.0
4,28,smallest,indomain,time,60.0,90.0
4,28,smallest,indomain_interval,time,60.0,90.0
4,28,smallest,indomain_max,time,60.0,90.0
4,28,smallest,indomain_min,time,60.0,90.0
4,28,smallest,indomain_reverse_split,time,60.0,90.0
4,28,smallest,indomain_split,time,60.0,90.0
4,28,smallest,indomain_split_random,time,60.0,90.0
4,28,smallest,outdomain_max,time,60.0,90.0
4,28,smallest,outdomain_median,time,60.0,90.0
4,28,smallest,outdomain_min,time,60.0,90.0
4,28,smallest,outdomain_random,time,60.0,90.0
4,29,anti_first_fail,indomain,time,60.0,110.0
4,29,anti_first_fail,indomain_interval,time,200.0,110.0
4,29,anti_first_fail,indomain_max,time,180.0,110.0
4,29,anti_first_fail,indomain_min,time,80.0,110.0
4,29,anti_first_fail,indomain_reverse_split,time,70.0,110.0
4,29,anti_first_fail,indomain_split,time,60.0,110.0
4,29,anti_first_fail,indomain_split_random,time,90.0,110.0
4,29,anti_first_fail,outdomain_max,time,80.0,110.0
4,29,anti_first_fail,outdomain_median,time,80.0,110.0
4,29,anti_first_fail,outdomain_min,time,80.0,110.0
4,29,anti_first_fail,outdomain_random,time,80.0,110.0
4,29,dom_w_deg,indomain,time,70.0,110.0
4,29,dom_w_deg,indomain_interval,time,60.0,110.0
4,29,dom_w_deg,indomain_max,time,70.0,110.0
4,29,dom_w_deg,indomain_min,time,60.0,110.0
4,29,dom_w_deg,indomain_reverse_split,time,70.0,110.0
4,29,dom_w_deg,indomain_split,time,60.0,110.0
4,29,dom_w_deg,indomain_split_random,time,60.0,110.0
4,29,dom_w_deg,outdomain_max,time,60.0,110.0
4,29,dom_w_deg,outdomain_median,time,70.0,110.0
4,29,dom_w_deg,outdomain_min,time,60.0,110.0
4,29,dom_w_deg,outdomain_random,time,60.0,110.0
4,29,first_fail,indomain,time,60.0,110.0
4,29,first_fail,indomain_interval,time,60.0,110.0
4,29,first_fail,indomain_max,time,80.0,110.0
4,29,first_fail,indomain_min,time,60.0,110.0
4,29,first_fail,indomain_reverse_split,time,70.0,110.0
4,29,first_fail,indomain_split,time,70.0,110.0
4,29,first_fail,indomain_split_random,time,60.0,110.0
4,29,first_fail,outdomain_max,time,60.0,110.0
4,29,first_fail,outdomain_median,time,60.0,110.0
4,29,first_fail,outdomain_min,time,60.0,110.0
4,29,first_fail,outdomain_random,time,60.0,110.0
4,29,impact,indomain,time,60.0,110.0
4,29,impact,indomain_interval,time,60.0,110.0
4,29,impact,indomain_max,time,80.0,110.0
4,29,impact,indomain_min,time,60.0,110.0
4,29,impact,indomain_reverse_split,time,70.0,110.0
4,29,impact,indomain_split,time,60.0,110.0
4,29,impact,indomain_split_random,time,60.0,110.0
4,29,impact,outdomain_max,time,60.0,110.0
4,29,impact,outdomain_median,time,60.0,110.0
4,29,impact,outdomain_min,time,60.0,110.0
4,29,impact,outdomain_random,time,60.0,110.0
4,29,input_order,indomain,time,70.0,110.0
4,29,input_order,indomain_interval,time,60.0,110.0
4,29,input_order,indomain_max,time,80.0,110.0
4,29,input_order,indomain_min,time,80.0,110.0
4,29,input_order,indomain_reverse_split,time,70.0,110.0
4,29,input_order,indomain_split,time,60.0,120.0
4,29,input_order,indomain_split_random,time,60.0,110.0
4,29,input_order,outdomain_max,time,60.0,110.0
4,29,input_order,outdomain_median,time,60.0,110.0
4,29,input_order,outdomain_min,time,60.0,110.0
4,29,input_order,outdomain_random,time,60.0,110.0
4,29,largest,indomain,time,70.0,110.0
4,29,largest,indomain_interval,time,60.0,110.0
4,29,largest,indomain_max,time,90.0,110.0
4,29,largest,indomain_min,time,90.0,110.0
4,29,largest,indomain_reverse_split,time,70.0,110.0
4,29,largest,indomain_split,time,60.0,110.0
4,29,largest,indomain_split_random,time,90.0,110.0
4,29,largest,outdomain_max,time,90.0,110.0
4,29,largest,outdomain_median,time,90.0,110.0
4,29,largest,outdomain_min,time,90.0,110.0
4,29,largest,outdomain_random,time,100.0,110.0
4,29,max_regret,indomain,time,60.0,110.0
4,29,max_regret,indomain_interval,time,70.0,120.0
4,29,max_regret,indomain_max,time,80.0,110.0
4,29,max_regret,indomain_min,time,60.0,110.0
4,29,max_regret,indomain_reverse_split,time,70.0,110.0
4,29,max_regret,indomain_split,time,60.0,110.0
4,29,max_regret,indomain_split_random,time,70.0,110.0
4,29,max_regret,outdomain_max,time,60.0,110.0
4,29,max_regret,outdomain_median,time,60.0,110.0
4,29,max_regret,outdomain_min,time,60.0,110.0
4,29,max_regret,outdomain_random,time,60.0,110.0
4,29,most_constrained,indomain,time,70.0,110.0
4,29,most_constrained,indomain_interval,time,70.0,110.0
4,29,most_constrained,indomain_max,time,70.0,110.0
4,29,most_constrained,indomain_min,time,60.0,110.0
4,29,most_constrained,indomain_reverse_split,time,70.0,110.0
4,29,most_constrained,indomain_split,time,60.0,110.0
4,29,most_constrained,indomain_split_random,time,60.0,110.0
4,29,most_constrained,outdomain_max,time,60.0,110.0
4,29,most_constrained,outdomain_median,time,60.0,110.0
4,29,most_constrained,outdomain_min,time,60.0,110.0
4,29,most_constrained,outdomain_random,time,60.0,110.0
4,29,occurrence,indomain,time,60.0,110.0
4,29,occurrence,indomain_interval,time,60.0,110.0
4,29,occurrence,indomain_max,time,70.0,110.0
4,29,occurrence,indomain_min,time,60.0,110.0
4,29,occurrence,indomain_reverse_split,time,70.0,110.0
4,29,occurrence,indomain_split,time,60.0,110.0
4,29,occurrence,indomain_split_random,time,60.0,110.0
4,29,occurrence,outdomain_max,time,60.0,110.0
4,29,occurrence,outdomain_median,time,60.0,110.0
4,29,occurrence,outdomain_min,time,60.0,110.0
4,29,occurrence,outdomain_random,time,60.0,110.0
4,29,smallest,indomain,time,70.0,120.0
4,29,smallest,indomain_interval,time,60.0,110.0
4,29,smallest,indomain_max,time,100.0,110.0
4,29,smallest,indomain_min,time,70.0,110.0
4,29,smallest,indomain_reverse_split,time,70.0,110.0
4,29,smallest,indomain_split,time,60.0,110.0
4,29,smallest,indomain_split_random,time,60.0,110.0
4,29,smallest,outdomain_max,time,60.0,110.0
4,29,smallest,outdomain_median,time,60.0,110.0
4,29,smallest,outdomain_min,time,60.0,110.0
4,29,smallest,outdomain_random,time,60.0,110.0
4,30,anti_first_fail,indomain,time,70.0,110.0
4,30,anti_first_fail,indomain_interval,time,60.0,110.0
4,30,anti_first_fail,indomain_max,time,60.0,110.0
4,30,anti_first_fail,indomain_min,time,60.0,110.0
4,30,anti_first_fail,indomain_reverse_split,time,60.0,110.0
4,30,anti_first_fail,indomain_split,time,60.0,110.0
4,30,anti_first_fail,indomain_split_random,time,70.0,110.0
4,30,anti_first_fail,outdomain_max,time,60.0,110.0
4,30,anti_first_fail,outdomain_median,time,60.0,110.0
4,30,anti_first_fail,outdomain_min,time,60.0,110.0
4,30,anti_first_fail,outdomain_random,time,60.0,110.0
4,30,dom_w_deg,indomain,time,60.0,110.0
4,30,dom_w_deg,indomain_interval,time,60.0,110.0
4,30,dom_w_deg,indomain_max,time,60.0,110.0
4,30,dom_w_deg,indomain_min,time,60.0,110.0
4,30,dom_w_deg,indomain_reverse_split,time,60.0,110.0
4,30,dom_w_deg,indomain_split,time,60.0,110.0
4,30,dom_w_deg,indomain_split_random,time,60.0,110.0
4,30,dom_w_deg,outdomain_max,time,60.0,120.0
4,30,dom_w_deg,outdomain_median,time,60.0,110.0
4,30,dom_w_deg,outdomain_min,time,60.0,120.0
4,30,dom_w_deg,outdomain_random,time,60.0,120.0
4,30,first_fail,indomain,time,60.0,110.0
4,30,first_fail,indomain_interval,time,60.0,110.0
4,30,first_fail,indomain_max,time,60.0,110.0
4,30,first_fail,indomain_min,time,60.0,110.0
4,30,first_fail,indomain_reverse_split,time,60.0,110.0
4,30,first_fail,indomain_split,time,60.0,110.0
4,30,first_fail,indomain_split_random,time,60.0,110.0
4,30,first_fail,outdomain_max,time,60.0,110.0
4,30,first_fail,outdomain_median,time,60.0,110.0
4,30,first_fail,outdomain_min,time,60.0,110.0
4,30,first_fail,outdomain_random,time,60.0,110.0
4,30,impact,indomain,time,70.0,110.0
4,30,impact,indomain_interval,time,60.0,120.0
4,30,impact,indomain_max,time,60.0,110.0
4,30,impact,indomain_min,time,60.0,110.0
4,30,impact,indomain_reverse_split,time,60.0,260.0
4,30,impact,indomain_split,time,60.0,110.0
4,30,impact,indomain_split_random,time,60.0,110.0
4,30,impact,outdomain_max,time,60.0,110.0
4,30,impact,outdomain_median,time,60.0,110.0
4,30,impact,outdomain_min,time,60.0,110.0
4,30,impact,outdomain_random,time,60.0,110.0
4,30,input_order,indomain,time,60.0,110.0
4,30,input_order,indomain_interval,time,60.0,110.0
4,30,input_order,indomain_max,time,60.0,110.0
4,30,input_order,indomain_min,time,60.0,110.0
4,30,input_order,indomain_reverse_split,time,60.0,110.0
4,30,input_order,indomain_split,time,60.0,110.0
4,30,input_order,indomain_split_random,time,60.0,110.0
4,30,input_order,outdomain_max,time,60.0,110.0
4,30,input_order,outdomain_median,time,60.0,110.0
4,30,input_order,outdomain_min,time,60.0,110.0
4,30,input_order,outdomain_random,time,60.0,110.0
4,30,largest,indomain,time,70.0,110.0
4,30,largest,indomain_interval,time,60.0,110.0
4,30,largest,indomain_max,time,60.0,110.0
4,30,largest,indomain_min,time,70.0,110.0
4,30,largest,indomain_reverse_split,time,60.0,110.0
4,30,largest,indomain_split,time,60.0,110.0
4,30,largest,indomain_split_random,time,70.0,110.0
4,30,largest,outdomain_max,time,70.0,110.0
4,30,largest,outdomain_median,time,70.0,110.0
4,30,largest,outdomain_min,time,70.0,110.0
4,30,largest,outdomain_random,time,70.0,110.0
4,30,max_regret,indomain,time,60.0,120.0
4,30,max_regret,indomain_interval,time,60.0,120.0
4,30,max_regret,indomain_max,time,60.0,120.0
4,30,max_regret,indomain_min,time,60.0,110.0
4,30,max_regret,indomain_reverse_split,time,60.0,110.0
4,30,max_regret,indomain_split,time,60.0,110.0
4,30,max_regret,indomain_split_random,time,60.0,110.0
4,30,max_regret,outdomain_max,time,60.0,110.0
4,30,max_regret,outdomain_median,time,60.0,110.0
4,30,max_regret,outdomain_min,time,60.0,110.0
4,30,max_regret,outdomain_random,time,60.0,110.0
4,30,most_constrained,indomain,time,60.0,110.0
4,30,most_constrained,indomain_interval,time,60.0,110.0
4,30,most_constrained,indomain_max,time,60.0,110.0
4,30,most_constrained,indomain_min,time,60.0,110.0
4,30,most_constrained,indomain_reverse_split,time,60.0,110.0
4,30,most_constrained,indomain_split,time,60.0,110.0
4,30,most_constrained,indomain_split_random,time,60.0,110.0
4,30,most_constrained,outdomain_max,time,60.0,110.0
4,30,most_constrained,outdomain_median,time,60.0,110.0
4,30,most_constrained,outdomain_min,time,60.0,110.0
4,30,most_constrained,outdomain_random,time,60.0,110.0
4,30,occurrence,indomain,time,60.0,110.0
4,30,occurrence,indomain_interval,time,60.0,110.0
4,30,occurrence,indomain_max,time,60.0,110.0
4,30,occurrence,indomain_min,time,60.0,110.0
4,30,occurrence,indomain_reverse_split,time,60.0,110.0
4,30,occurrence,indomain_split,time,60.0,110.0
4,30,occurrence,indomain_split_random,time,60.0,100.0
4,30,occurrence,outdomain_max,time,60.0,110.0
4,30,occurrence,outdomain_median,time,60.0,110.0
4,30,occurrence,outdomain_min,time,60.0,110.0
4,30,occurrence,outdomain_random,time,60.0,110.0
4,30,smallest,indomain,time,60.0,110.0
4,30,smallest,indomain_interval,time,60.0,110.0
4,30,smallest,indomain_max,time,60.0,110.0
4,30,smallest,indomain_min,time,60.0,110.0
4,30,smallest,indomain_reverse_split,time,60.0,110.0
4,30,smallest,indomain_split,time,60.0,110.0
4,30,smallest,indomain_split_random,time,60.0,110.0
4,30,smallest,outdomain_max,time,60.0,110.0
4,30,smallest,outdomain_median,time,60.0,110.0
4,30,smallest,outdomain_min,time,60.0,110.0
4,30,smallest,outdomain_random,time,60.0,110.0
4,31,anti_first_fail,indomain,time,60.0,100.0
4,31,anti_first_fail,indomain_interval,time,60.0,100.0
4,31,anti_first_fail,indomain_max,time,60.0,100.0
4,31,anti_first_fail,indomain_min,time,60.0,100.0
4,31,anti_first_fail,indomain_reverse_split,time,60.0,100.0
4,31,anti_first_fail,indomain_split,time,60.0,100.0
4,31,anti_first_fail,indomain_split_random,time,60.0,100.0
4,31,anti_first_fail,outdomain_max,time,60.0,100.0
4,31,anti_first_fail,outdomain_median,time,60.0,110.0
4,31,anti_first_fail,outdomain_min,time,60.0,100.0
4,31,anti_first_fail,outdomain_random,time,60.0,100.0
4,31,dom_w_deg,indomain,time,60.0,100.0
4,31,dom_w_deg,indomain_interval,time,60.0,100.0
4,31,dom_w_deg,indomain_max,time,60.0,100.0
4,31,dom_w_deg,indomain_min,time,60.0,100.0
4,31,dom_w_deg,indomain_reverse_split,time,60.0,100.0
4,31,dom_w_deg,indomain_split,time,60.0,100.0
4,31,dom_w_deg,indomain_split_random,time,60.0,100.0
4,31,dom_w_deg,outdomain_max,time,60.0,100.0
4,31,dom_w_deg,outdomain_median,time,60.0,100.0
4,31,dom_w_deg,outdomain_min,time,60.0,100.0
4,31,dom_w_deg,outdomain_random,time,70.0,110.0
4,31,first_fail,indomain,time,60.0,100.0
4,31,first_fail,indomain_interval,time,60.0,100.0
4,31,first_fail,indomain_max,time,60.0,100.0
4,31,first_fail,indomain_min,time,60.0,100.0
4,31,first_fail,indomain_reverse_split,time,60.0,100.0
4,31,first_fail,indomain_split,time,60.0,100.0
4,31,first_fail,indomain_split_random,time,60.0,100.0
4,31,first_fail,outdomain_max,time,60.0,100.0
4,31,first_fail,outdomain_median,time,60.0,100.0
4,31,first_fail,outdomain_min,time,60.0,100.0
4,31,first_fail,outdomain_random,time,60.0,100.0
4,31,impact,indomain,time,60.0,100.0
4,31,impact,indomain_interval,time,60.0,100.0
4,31,impact,indomain_max,time,60.0,100.0
4,31,impact,indomain_min,time,60.0,100.0
4,31,impact,indomain_reverse_split,time,60.0,100.0
4,31,impact,indomain_split,time,60.0,100.0
4,31,impact,indomain_split_random,time,60.0,100.0
4,31,impact,outdomain_max,time,60.0,100.0
4,31,impact,outdomain_median,time,60.0,100.0
4,31,impact,outdomain_min,time,60.0,100.0
4,31,impact,outdomain_random,time,60.0,100.0
4,31,input_order,indomain,time,60.0,100.0
4,31,input_order,indomain_interval,time,60.0,100.0
4,31,input_order,indomain_max,time,60.0,100.0
4,31,input_order,indomain_min,time,60.0,100.0
4,31,input_order,indomain_reverse_split,time,60.0,100.0
4,31,input_order,indomain_split,time,60.0,100.0
4,31,input_order,indomain_split_random,time,60.0,100.0
4,31,input_order,outdomain_max,time,60.0,100.0
4,31,input_order,outdomain_median,time,60.0,100.0
4,31,input_order,outdomain_min,time,60.0,100.0
4,31,input_order,outdomain_random,time,60.0,100.0
4,31,largest,indomain,time,60.0,100.0
4,31,largest,indomain_interval,time,60.0,100.0
4,31,largest,indomain_max,time,60.0,100.0
4,31,largest,indomain_min,time,60.0,100.0
4,31,largest,indomain_reverse_split,time,60.0,100.0
4,31,largest,indomain_split,time,60.0,100.0
4,31,largest,indomain_split_random,time,60.0,100.0
4,31,largest,outdomain_max,time,60.0,100.0
4,31,largest,outdomain_median,time,60.0,100.0
4,31,largest,outdomain_min,time,60.0,100.0
4,31,largest,outdomain_random,time,60.0,100.0
4,31,max_regret,indomain,time,60.0,100.0
4,31,max_regret,indomain_interval,time,60.0,100.0
4,31,max_regret,indomain_max,time,60.0,100.0
4,31,max_regret,indomain_min,time,60.0,100.0
4,31,max_regret,indomain_reverse_split,time,60.0,100.0
4,31,max_regret,indomain_split,time,60.0,100.0
4,31,max_regret,indomain_split_random,time,60.0,100.0
4,31,max_regret,outdomain_max,time,60.0,100.0
4,31,max_regret,outdomain_median,time,60.0,100.0
4,31,max_regret,outdomain_min,time,60.0,100.0
4,31,max_regret,outdomain_random,time,60.0,100.0
4,31,most_constrained,indomain,time,60.0,100.0
4,31,most_constrained,indomain_interval,time,60.0,100.0
4,31,most_constrained,indomain_max,time,60.0,100.0
4,31,most_constrained,indomain_min,time,60.0,100.0
4,31,most_constrained,indomain_reverse_split,time,60.0,100.0
4,31,most_constrained,indomain_split,time,60.0,100.0
4,31,most_constrained,indomain_split_random,time,60.0,100.0
4,31,most_constrained,outdomain_max,time,60.0,100.0
4,31,most_constrained,outdomain_median,time,60.0,100.0
4,31,most_constrained,outdomain_min,time,60.0,100.0
4,31,most_constrained,outdomain_random,time,60.0,100.0
4,31,occurrence,indomain,time,60.0,100.0
4,31,occurrence,indomain_interval,time,60.0,100.0
4,31,occurrence,indomain_max,time,60.0,100.0
4,31,occurrence,indomain_min,time,60.0,100.0
4,31,occurrence,indomain_reverse_split,time,60.0,100.0
4,31,occurrence,indomain_split,time,60.0,100.0
4,31,occurrence,indomain_split_random,time,60.0,100.0
4,31,occurrence,outdomain_max,time,60.0,100.0
4,31,occurrence,outdomain_median,time,60.0,100.0
4,31,occurrence,outdomain_min,time,60.0,100.0
4,31,occurrence,outdomain_random,time,60.0,100.0
4,31,smallest,indomain,time,60.0,100.0
4,31,smallest,indomain_interval,time,60.0,100.0
4,31,smallest,indomain_max,time,60.0,100.0
4,31,smallest,indomain_min,time,60.0,100.0
4,31,smallest,indomain_reverse_split,time,60.0,100.0
4,31,smallest,indomain_split,time,60.0,100.0
4,31,smallest,indomain_split_random,time,60.0,100.0
4,31,smallest,outdomain_max,time,60.0,100.0
4,31,smallest,outdomain_median,time,60.0,100.0
4,31,smallest,outdomain_min,time,60.0,100.0
4,31,smallest,outdomain_random,time,60.0,100.0
4,32,anti_first_fail,indomain,time,60.0,100.0
4,32,anti_first_fail,indomain_interval,time,60.0,100.0
4,32,anti_first_fail,indomain_max,time,60.0,100.0
4,32,anti_first_fail,indomain_min,time,60.0,100.0
4,32,anti_first_fail,indomain_reverse_split,time,60.0,100.0
4,32,anti_first_fail,indomain_split,time,60.0,100.0
4,32,anti_first_fail,indomain_split_random,time,60.0,100.0
4,32,anti_first_fail,outdomain_max,time,60.0,100.0
4,32,anti_first_fail,outdomain_median,time,60.0,100.0
4,32,anti_first_fail,outdomain_min,time,60.0,100.0
4,32,anti_first_fail,outdomain_random,time,60.0,100.0
4,32,dom_w_deg,indomain,time,90.0,100.0
4,32,dom_w_deg,indomain_interval,time,80.0,100.0
4,32,dom_w_deg,indomain_max,time,100.0,100.0
4,32,dom_w_deg,indomain_min,time,80.0,100.0
4,32,dom_w_deg,indomain_reverse_split,time,90.0,100.0
4,32,dom_w_deg,indomain_split,time,80.0,100.0
4,32,dom_w_deg,indomain_split_random,time,90.0,100.0
4,32,dom_w_deg,outdomain_max,time,90.0,100.0
4,32,dom_w_deg,outdomain_median,time,80.0,100.0
4,32,dom_w_deg,outdomain_min,time,90.0,100.0
4,32,dom_w_deg,outdomain_random,time,90.0,100.0
4,32,first_fail,indomain,time,90.0,100.0
4,32,first_fail,indomain_interval,time,80.0,100.0
4,32,first_fail,indomain_max,time,100.0,100.0
4,32,first_fail,indomain_min,time,90.0,100.0
4,32,first_fail,indomain_reverse_split,time,90.0,100.0
4,32,first_fail,indomain_split,time,80.0,100.0
4,32,first_fail,indomain_split_random,time,90.0,100.0
4,32,first_fail,outdomain_max,time,90.0,100.0
4,32,first_fail,outdomain_median,time,80.0,100.0
4,32,first_fail,outdomain_min,time,90.0,100.0
4,32,first_fail,outdomain_random,time,90.0,100.0
4,32,impact,indomain,time,60.0,100.0
4,32,impact,indomain_interval,time,60.0,100.0
4,32,impact,indomain_max,time,60.0,100.0
4,32,impact,indomain_min,time,60.0,100.0
4,32,impact,indomain_reverse_split,time,60.0,100.0
4,32,impact,indomain_split,time,60.0,100.0
4,32,impact,indomain_split_random,time,60.0,100.0
4,32,impact,outdomain_max,time,60.0,100.0
4,32,impact,outdomain_median,time,60.0,100.0
4,32,impact,outdomain_min,time,60.0,100.0
4,32,impact,outdomain_random,time,60.0,100.0
4,32,input_order,indomain,time,60.0,100.0
4,32,input_order,indomain_interval,time,60.0,100.0
4,32,input_order,indomain_max,time,60.0,100.0
4,32,input_order,indomain_min,time,60.0,100.0
4,32,input_order,indomain_reverse_split,time,60.0,100.0
4,32,input_order,indomain_split,time,60.0,100.0
4,32,input_order,indomain_split_random,time,60.0,100.0
4,32,input_order,outdomain_max,time,60.0,100.0
4,32,input_order,outdomain_median,time,60.0,100.0
4,32,input_order,outdomain_min,time,60.0,100.0
4,32,input_order,outdomain_random,time,60.0,100.0
4,32,largest,indomain,time,70.0,100.0
4,32,largest,indomain_interval,time,70.0,100.0
4,32,largest,indomain_max,time,60.0,100.0
4,32,largest,indomain_min,time,60.0,100.0
4,32,largest,indomain_reverse_split,time,60.0,100.0
4,32,largest,indomain_split,time,70.0,100.0
4,32,largest,indomain_split_random,time,60.0,100.0
4,32,largest,outdomain_max,time,60.0,100.0
4,32,largest,outdomain_median,time,60.0,100.0
4,32,largest,outdomain_min,time,60.0,100.0
4,32,largest,outdomain_random,time,70.0,100.0
4,32,max_regret,indomain,time,60.0,100.0
4,32,max_regret,indomain_interval,time,60.0,100.0
4,32,max_regret,indomain_max,time,60.0,100.0
4,32,max_regret,indomain_min,time,60.0,100.0
4,32,max_regret,indomain_reverse_split,time,60.0,100.0
4,32,max_regret,indomain_split,time,60.0,100.0
4,32,max_regret,indomain_split_random,time,60.0,100.0
