,,,Gecode,Gurobi
10,97,time,50.0,100.0
10,98,time,50.0,90.0
10,99,time,50.0,110.0
10,100,time,60.0,110.0
11,1,time,150.0,130.0
11,2,time,50.0,80.0
11,3,time,50.0,100.0
11,4,time,50.0,70.0
11,5,time,50.0,60.0
11,6,time,60.0,80.0
11,7,time,60.0,100.0
11,8,time,50.0,100.0
11,9,time,50.0,120.0
11,10,time,50.0,100.0
11,11,time,60.0,80.0
11,12,time,60.0,140.0
11,13,time,50.0,60.0
11,14,time,50.0,90.0
11,15,time,50.0,80.0
11,16,time,60.0,100.0
11,17,time,50.0,60.0
11,18,time,50.0,90.0
11,19,time,50.0,110.0
11,20,time,50.0,80.0
11,21,time,60.0,80.0
11,22,time,70.0,90.0
11,23,time,60.0,130.0
11,24,time,50.0,100.0
11,25,time,50.0,80.0
11,26,time,50.0,100.0
11,27,time,60.0,90.0
11,28,time,50.0,80.0
11,29,time,50.0,90.0
11,30,time,50.0,100.0
11,31,time,50.0,80.0
11,32,time,50.0,90.0
11,33,time,50.0,100.0
11,34,time,50.0,70.0
11,35,time,60.0,100.0
11,36,time,50.0,60.0
11,37,time,50.0,60.0
11,38,time,50.0,60.0
11,39,time,60.0,120.0
11,40,time,50.0,90.0
11,41,time,50.0,110.0
11,42,time,60.0,80.0
11,43,time,60.0,120.0
11,44,time,50.0,90.0
11,45,time,60.0,90.0
11,46,time,50.0,110.0
11,47,time,60.0,90.0
11,48,time,50.0,70.0
11,49,time,60.0,120.0
11,50,time,50.0,80.0
11,51,time,50.0,100.0
11,52,time,50.0,60.0
11,53,time,50.0,90.0
11,54,time,60.0,80.0
11,55,time,50.0,90.0
11,56,time,50.0,90.0
11,57,time,50.0,120.0
11,58,time,60.0,90.0
11,59,time,50.0,80.0
11,60,time,60.0,110.0
11,61,time,50.0,80.0
11,62,time,60.0,90.0
11,63,time,50.0,100.0
11,64,time,50.0,110.0
11,65,time,50.0,100.0
11,66,time,50.0,60.0
11,67,time,50.0,60.0
11,68,time,60.0,80.0
11,69,time,50.0,90.0
11,70,time,50.0,80.0
11,71,time,60.0,90.0
11,72,time,50.0,80.0
11,73,time,50.0,100.0
11,74,time,50.0,80.0
11,75,time,50.0,90.0
11,76,time,50.0,90.0
11,77,time,50.0,80.0
11,78,time,60.0,90.0
11,79,time,50.0,80.0
11,80,time,50.0,90.0
11,81,time,50.0,80.0
11,82,time,50.0,90.0
11,83,time,50.0,70.0
11,84,time,50.0,90.0
11,85,time,50.0,110.0
11,86,time,50.0,70.0
11,87,time,50.0,70.0
11,88,time,60.0,100.0
11,89,time,50.0,100.0
11,90,time,60.0,80.0
11,91,time,50.0,100.0
11,92,time,50.0,90.0
11,93,time,50.0,80.0
11,94,time,50.0,70.0
11,95,time,50.0,90.0
11,96,time,50.0,90.0
11,97,time,50.0,100.0
11,98,time,50.0,80.0
11,99,time,50.0,110.0
11,100,time,60.0,110.0
12,1,time,80.0,150.0
12,2,time,50.0,110.0
12,3,time,50.0,90.0
12,4,time,60.0,80.0
12,5,time,50.0,70.0
12,6,time,60.0,80.0
12,7,time,60.0,100.0
12,8,time,50.0,100.0
12,9,time,60.0,120.0
12,10,time,50.0,100.0
12,11,time,60.0,80.0
12,12,time,60.0,120.0
12,13,time,50.0,60.0
12,14,time,50.0,80.0
12,15,time,50.0,80.0
12,16,time,60.0,100.0
12,17,time,50.0,60.0
12,18,time,50.0,90.0
12,19,time,70.0,90.0
12,20,time,50.0,90.0
12,21,time,60.0,80.0
12,22,time,60.0,100.0
12,23,time,50.0,130.0
12,24,time,60.0,100.0
12,25,time,50.0,80.0
12,26,time,50.0,110.0
12,27,time,60.0,90.0
12,28,time,50.0,80.0
12,29,time,60.0,90.0
12,30,time,50.0,120.0
12,31,time,50.0,80.0
12,32,time,60.0,100.0
12,33,time,50.0,110.0
12,34,time,50.0,70.0
12,35,time,70.0,90.0
12,36,time,50.0,60.0
12,37,time,50.0,60.0
12,38,time,50.0,60.0
12,39,time,60.0,120.0
12,40,time,50.0,90.0
12,41,time,50.0,150.0
12,42,time,60.0,80.0
12,43,time,60.0,130.0
12,44,time,50.0,90.0
12,45,time,60.0,90.0
12,46,time,50.0,110.0
12,47,time,60.0,90.0
12,48,time,60.0,60.0
12,49,time,60.0,110.0
12,50,time,50.0,80.0
12,51,time,50.0,100.0
12,52,time,50.0,60.0
12,53,time,60.0,90.0
12,54,time,60.0,80.0
12,55,time,60.0,90.0
12,56,time,60.0,90.0
12,57,time,50.0,110.0
12,58,time,60.0,90.0
12,59,time,50.0,80.0
12,60,time,60.0,110.0
12,61,time,50.0,80.0
12,62,time,60.0,90.0
12,63,time,60.0,100.0
12,64,time,50.0,100.0
12,65,time,50.0,100.0
12,66,time,50.0,60.0
12,67,time,50.0,60.0
12,68,time,60.0,80.0
12,69,time,50.0,90.0
12,70,time,50.0,80.0
12,71,time,60.0,90.0
12,72,time,50.0,80.0
12,73,time,50.0,100.0
12,74,time,60.0,90.0
12,75,time,50.0,90.0
12,76,time,50.0,110.0
12,77,time,50.0,80.0
12,78,time,60.0,100.0
12,79,time,50.0,80.0
12,80,time,50.0,80.0
12,81,time,50.0,80.0
12,82,time,50.0,90.0
12,83,time,50.0,80.0
12,84,time,50.0,90.0
12,85,time,50.0,100.0
12,86,time,50.0,70.0
12,87,time,50.0,80.0
12,88,time,60.0,100.0
12,89,time,50.0,90.0
12,90,time,70.0,80.0
12,91,time,50.0,100.0
12,92,time,50.0,90.0
12,93,time,50.0,80.0
12,94,time,50.0,80.0
12,95,time,60.0,90.0
12,96,time,50.0,90.0
12,97,time,70.0,100.0
12,98,time,50.0,80.0
12,99,time,60.0,110.0
12,100,time,60.0,100.0
