Month,House,Variable choices,Constraint variables,Result,OGSA,Gecode,Preferred,Ratio,OGSA,Optimised,Preferred,
12,70,anti_first_fail,indomain_min,obj,181830,181830,329210,1,1075,1075,1000,1
12,71,anti_first_fail,indomain_min,obj,369246,369246,473110,1,2900,2312,2300,1.25432526
12,74,anti_first_fail,indomain_min,obj,1174377,1174377,1850448,1,8200,7861,6000,1.043124284
12,79,anti_first_fail,indomain_min,obj,906300,906300,1189500,1,4500,5200,3600,0.865384615
12,83,anti_first_fail,indomain_min,obj,34599,34599,59761,1,117,190,102,0.615789474
12,84,anti_first_fail,indomain_min,obj,621852,621852,939034,1,2990,2990,1700,1
12,85,anti_first_fail,indomain_min,obj,417354,417354,859244,1,2700,2211,1200,1.221166893
12,87,anti_first_fail,indomain_min,obj,910290,910290,1196070,1,4035,3435,2400,1.174672489
12,88,anti_first_fail,indomain_min,obj,1602342,1602342,2316032,1,7052,7052,5000,1
12,92,anti_first_fail,indomain_min,obj,543032,543032,1004764,1,5052,5050,4000,1.00039604
12,100,anti_first_fail,indomain_min,obj,608703,608703,1355093,1,4053,2503,2400,1.619256892
6,47,anti_first_fail,indomain_min,obj,1511483,1511448,2446420,1.000023157,3979,3968,2400,1.002772177
6,10,anti_first_fail,indomain_min,obj,1496300,1496000,2595800,1.000200535,8700,6600,2300,1.318181818
6,21,anti_first_fail,indomain_min,obj,1344400,1344100,3086000,1.000223198,5500,4300,1500,1.279069767
6,74,anti_first_fail,indomain_min,obj,1077472,1077133,1877585,1.000314724,8200,8200,6000,1
8,10,anti_first_fail,indomain_min,obj,867100,866800,2008900,1.000346101,8700,6600,2300,1.318181818
2,6,anti_first_fail,indomain_min,obj,292980,292876,879715,1.000355099,1127,1059,600,1.06421152
6,28,anti_first_fail,indomain_min,obj,3008360,3007190,4694550,1.000389068,11215,11200,6000,1.001339286
9,8,anti_first_fail,indomain_min,obj,434884,434714,813498,1.000391062,2648,2468,1330,1.072933549
10,50,anti_first_fail,indomain_min,obj,1192645,1192045,1855690,1.000503337,5500,4600,2400,1.195652174
8,74,anti_first_fail,indomain_min,obj,625130,624791,1685776,1.000542581,7861,8200,6000,0.958658537
8,28,anti_first_fail,indomain_min,obj,1769800,1768630,3443710,1.000661529,11215,11200,6000,1.001339286
10,21,anti_first_fail,indomain_min,obj,1788400,1787200,2982100,1.000671441,4300,4300,1500,1
9,39,anti_first_fail,indomain_min,obj,1614371,1613187,2374302,1.000733951,5919,5911,4700,1.001353409
7,7,anti_first_fail,indomain_min,obj,610625,610125,1644100,1.000819504,4300,4375,2300,0.982857143
9,13,anti_first_fail,indomain_min,obj,727830,727230,1473620,1.000825048,4535,4435,3200,1.022547914
6,9,anti_first_fail,indomain_min,obj,240020,239810,307510,1.000875693,1565,1820,1000,0.85989011
9,47,anti_first_fail,indomain_min,obj,1599303,1597847,2109969,1.000911226,3979,3968,2400,1.002772177
2,85,anti_first_fail,indomain_min,obj,397544,397144,1566914,1.001007191,2611,2311,1200,1.129813933
6,89,anti_first_fail,indomain_min,obj,1524140,1522340,2684340,1.00118239,7200,6200,6200,1.161290323
6,54,anti_first_fail,indomain_min,obj,471490,470930,1313670,1.001189136,3820,3630,2400,1.052341598
9,91,anti_first_fail,indomain_min,obj,1072576,1071218,1528198,1.001267716,6000,6000,6000,1
6,78,anti_first_fail,indomain_min,obj,2017100,2014400,3997300,1.001340349,10200,8700,6000,1.172413793
6,2,anti_first_fail,indomain_min,obj,1829400,1826800,3638296,1.001423254,7252,6552,4000,1.106837607
8,9,anti_first_fail,indomain_min,obj,139040,138830,223860,1.001512641,1820,1820,1000,1
6,76,anti_first_fail,indomain_min,obj,3742036,3736129,7252742,1.001581048,15800,15800,6000,1
12,11,anti_first_fail,indomain_min,obj,1640010,1637010,2796260,1.001832609,3000,2300,2000,1.304347826
9,85,anti_first_fail,indomain_min,obj,434398,433598,829394,1.001845027,2711,2311,1200,1.173085244
5,76,anti_first_fail,indomain_min,obj,2992613,2986892,5845226,1.001915369,15893,15800,6000,1.005886076
9,14,anti_first_fail,indomain_min,obj,1254352,1251750,1944962,1.00207869,5718,5710,2408,1.001401051
9,4,anti_first_fail,indomain_min,obj,1656270,1652700,3016470,1.002160102,7215,8700,3600,0.829310345
9,21,anti_first_fail,indomain_min,obj,1529600,1526300,3234200,1.002162091,5400,4300,1500,1.255813953
9,67,anti_first_fail,indomain_min,obj,416195,415245,866338,1.002287806,1555,1405,1100,1.106761566
10,37,anti_first_fail,indomain_min,obj,429845,428845,697565,1.002331845,3095,3095,2400,1
8,54,anti_first_fail,indomain_min,obj,272610,271930,956050,1.002500644,3720,3630,2400,1.024793388
2,7,anti_first_fail,indomain_min,obj,1147900,1144900,1575725,1.002620316,4875,4375,2300,1.114285714
2,74,anti_first_fail,indomain_min,obj,1146272,1143276,1887544,1.00262054,8200,8200,6000,1
7,76,anti_first_fail,indomain_min,obj,1936911,1931190,5292789,1.002962422,13493,15800,6000,0.853987342
6,18,anti_first_fail,indomain_min,obj,717630,715290,785580,1.0032714,2735,2730,2400,1.001831502
2,28,anti_first_fail,indomain_min,obj,3159710,3149330,4216430,1.003295939,11215,11200,6000,1.001339286
8,94,anti_first_fail,indomain_min,obj,626750,624655,2261995,1.003353851,4335,4300,2200,1.008139535
12,62,anti_first_fail,indomain_min,obj,1581304,1575804,2040044,1.003490282,4150,5572,3500,0.744795406
9,37,anti_first_fail,indomain_min,obj,371165,369815,684415,1.003650474,3095,3095,2400,1
10,39,anti_first_fail,indomain_min,obj,1884992,1877856,2789304,1.003800078,5919,5911,4700,1.001353409
4,89,anti_first_fail,indomain_min,obj,1519200,1513400,2294100,1.00383243,7200,6200,6200,1.161290323
2,39,anti_first_fail,indomain_min,obj,1504361,1498585,4517828,1.003854303,5919,5911,4700,1.001353409
6,94,anti_first_fail,indomain_min,obj,1005660,1001565,2154915,1.004088601,4335,4300,2200,1.008139535
10,7,anti_first_fail,indomain_min,obj,1395225,1389225,1994350,1.004318955,4300,4375,2300,0.982857143
6,1,anti_first_fail,indomain_min,obj,325388,323906,525080,1.004575402,1882,1882,1500,1
9,7,anti_first_fail,indomain_min,obj,1198225,1192725,2232800,1.004611289,4000,4375,2300,0.914285714
9,6,anti_first_fail,indomain_min,obj,310713,309253,416965,1.004721054,1072,1059,600,1.012275732
10,47,anti_first_fail,indomain_min,obj,1842810,1833942,2317984,1.004835486,3979,3968,2400,1.002772177
2,47,anti_first_fail,indomain_min,obj,1442131,1434918,3224004,1.005026768,3979,3968,2400,1.002772177
8,89,anti_first_fail,indomain_min,obj,897140,892540,1919940,1.005153831,7200,6200,6200,1.161290323
2,76,anti_first_fail,indomain_min,obj,3996436,3973738,6388928,1.005712002,15893,15800,6000,1.005886076
2,9,anti_first_fail,indomain_min,obj,250740,249300,355910,1.005776173,1565,1820,1000,0.85989011
10,13,anti_first_fail,indomain_min,obj,845490,839990,1253080,1.006547697,4535,4435,3200,1.022547914
7,89,anti_first_fail,indomain_min,obj,798000,792400,1994800,1.007067138,6200,6200,6200,1
8,1,anti_first_fail,indomain_min,obj,188608,187198,454900,1.007532132,1972,1882,1500,1.047821467
2,54,anti_first_fail,indomain_min,obj,482770,478880,832280,1.008123121,3720,3630,2400,1.024793388
2,67,anti_first_fail,indomain_min,obj,392046,388646,635789,1.008748321,1555,1405,1100,1.106761566
10,8,anti_first_fail,indomain_min,obj,508212,503602,859856,1.009154054,2580,2530,1330,1.019762846
10,6,anti_first_fail,indomain_min,obj,365417,361713,529916,1.010240163,1127,1059,600,1.06421152
10,14,anti_first_fail,indomain_min,obj,1456636,1441008,2146438,1.010845186,5718,5710,2408,1.001401051
10,85,anti_first_fail,indomain_min,obj,504974,499374,854712,1.01121404,2711,2311,1200,1.173085244
10,4,anti_first_fail,indomain_min,obj,1921710,1900230,3074970,1.011303895,8700,8700,3600,1
2,14,anti_first_fail,indomain_min,obj,1148836,1135898,2006932,1.011390107,5718,5710,2408,1.001401051
2,4,anti_first_fail,indomain_min,obj,1513560,1495980,2407380,1.011751494,8700,8700,3600,1
10,67,anti_first_fail,indomain_min,obj,488093,482093,820791,1.012445731,1405,1405,1100,1
2,18,anti_first_fail,indomain_min,obj,770670,759510,1198335,1.014693684,2750,2730,2400,1.007326007
2,94,anti_first_fail,indomain_min,obj,1047660,1019330,1537615,1.027792766,4235,4300,2200,0.984883721
2,1,anti_first_fail,indomain_min,obj,343280,330752,485948,1.037877322,1882,1882,1500,1
