,,,,,Gecode,Gurobi,Gecode,Gurobi,Preferred,OGSA,
,,,,,Initial,Initial,Modified,Modified,Modified,Modified,
Month,House,Variable choices,Constraint variables,Result,,,,,,,
6,64,input_order,indomain_min,obj,1650260,1650260,1650260,1650260,2037726,1804644,1.094
6,64,input_order,indomain_min,time,60,100,60,90,,0.000388389,
6,65,input_order,indomain_min,obj,1629909,1629909,1629909,1629909,3718644,1629909,1.000
6,65,input_order,indomain_min,time,70,100,60,80,,0.000335382,
6,66,input_order,indomain_min,obj,854684,854684,854684,854684,1343282,870252,1.018
6,66,input_order,indomain_min,time,60,100,60,80,,0.00032509,
6,67,input_order,indomain_min,obj,243116,243116,243116,243116,425136,243116,1.000
6,67,input_order,indomain_min,time,70,90,60,60,,0.000224271,
6,68,input_order,indomain_min,obj,567230,567230,567230,567230,1013748,594704,1.048
6,68,input_order,indomain_min,time,60,110,50,100,,0.000476712,
6,69,input_order,indomain_min,obj,2455118,2455118,2455118,2455118,4962908,2674456,1.089
6,69,input_order,indomain_min,time,60,120,50,100,,0.00044821,
6,70,input_order,indomain_min,obj,274880,274880,274880,274880,647975,338180,1.230
6,70,input_order,indomain_min,time,60,110,50,90,,0.000347795,
6,71,input_order,indomain_min,obj,653660,653660,653660,653660,1720730,652600,0.998
6,71,input_order,indomain_min,time,60,120,50,110,,0.000589607,
6,72,input_order,indomain_min,obj,1692956,1692956,1692956,1692956,3328010,3040144,1.796
6,72,input_order,indomain_min,time,60,120,50,100,,0.000580347,
6,73,input_order,indomain_min,obj,424560,424560,424560,424560,837140,438760,1.033
6,73,input_order,indomain_min,time,60,90,60,70,,0.000264859,
6,74,input_order,indomain_min,obj,590656,590656,590656,590656,830876,642076,1.087
6,74,input_order,indomain_min,time,60,100,50,90,,0.000405903,
6,75,input_order,indomain_min,obj,417984,417984,417984,417984,449544,417984,1.000
6,75,input_order,indomain_min,time,60,90,60,70,,0.000247499,
6,76,input_order,indomain_min,obj,1433330,1433330,1433330,1433330,3057954,1433530,1.000
6,76,input_order,indomain_min,time,60,100,50,80,,0.000315559,
6,77,input_order,indomain_min,obj,1379600,1379600,1379600,1379600,2622500,1424700,1.033
6,77,input_order,indomain_min,time,60,110,50,90,,0.00029829,
6,78,input_order,indomain_min,obj,114385,114385,114385,114385,180360,114805,1.004
6,78,input_order,indomain_min,time,70,110,60,90,,0.000373001,
6,79,input_order,indomain_min,obj,1201200,1201200,1201200,1201200,2128000,1252000,1.042
6,79,input_order,indomain_min,time,60,110,50,80,,0.000342138,
6,80,input_order,indomain_min,obj,536956,536956,536956,536956,905327,536956,1.000
6,80,input_order,indomain_min,time,80,100,70,80,,0.000440381,
6,81,input_order,indomain_min,obj,497596,497596,497596,497596,1048684,501592,1.008
6,81,input_order,indomain_min,time,60,110,50,90,,0.000392181,
6,82,input_order,indomain_min,obj,997200,997200,997200,997200,1704790,998560,1.001
6,82,input_order,indomain_min,time,60,120,50,100,,0.000392188,
6,83,input_order,indomain_min,obj,617720,617720,617720,617720,1008664,617720,1.000
6,83,input_order,indomain_min,time,70,110,60,90,,0.000733823,
6,84,input_order,indomain_min,obj,1274580,1274580,1274580,1274580,1693633,1274580,1.000
6,84,input_order,indomain_min,time,60,130,60,100,,0.000359332,
6,85,input_order,indomain_min,obj,544200,544200,544200,544200,1041000,570000,1.047
6,85,input_order,indomain_min,time,60,130,60,110,,0.000460008,
6,86,input_order,indomain_min,obj,761548,761548,761548,761548,1596734,769088,1.010
6,86,input_order,indomain_min,time,60,110,60,100,,0.000385703,
6,87,input_order,indomain_min,obj,149545,149545,149545,149545,306205,149604,1.000
6,87,input_order,indomain_min,time,60,110,60,80,,0.000339531,
6,88,input_order,indomain_min,obj,635050,635050,635050,635050,1145630,635050,1.000
6,88,input_order,indomain_min,time,60,100,60,80,,0.000281444,
6,89,input_order,indomain_min,obj,287092,287092,287092,287092,559599,287092,1.000
6,89,input_order,indomain_min,time,60,90,50,60,,0.000228518,
6,90,input_order,indomain_min,obj,20570,20570,20570,20570,26250,20570,1.000
6,90,input_order,indomain_min,time,60,90,50,60,,0.00022376,
6,91,input_order,indomain_min,obj,471648,471648,471648,471648,713790,482232,1.022
6,91,input_order,indomain_min,time,70,110,60,90,,0.000291188,
6,92,input_order,indomain_min,obj,654363,654363,654363,654363,829333,716728,1.095
6,92,input_order,indomain_min,time,70,110,60,80,,0.000333664,
6,93,input_order,indomain_min,obj,704270,704270,704270,704270,781960,704830,1.001
6,93,input_order,indomain_min,time,70,120,70,100,,0.000420868,
6,94,input_order,indomain_min,obj,330400,330400,330400,330400,727852,339800,1.028
6,94,input_order,indomain_min,time,70,110,70,100,,0.000389002,
6,95,input_order,indomain_min,obj,1026865,1026865,1026865,1026865,1499715,1286135,1.252
6,95,input_order,indomain_min,time,70,140,60,130,,0.000550384,
6,96,input_order,indomain_min,obj,1148030,1148030,1148030,1148030,2992345,1237815,1.078
6,96,input_order,indomain_min,time,80,110,70,100,,0.000425518,
6,97,input_order,indomain_min,obj,828620,828620,828620,828620,1476100,838220,1.012
6,97,input_order,indomain_min,time,60,100,60,80,,0.000287775,
6,98,input_order,indomain_min,obj,842730,842730,842730,842730,1777957,870336,1.033
6,98,input_order,indomain_min,time,70,110,60,90,,0.000363521,
6,99,input_order,indomain_min,obj,187309,187309,187309,187309,378427,198934,1.062
6,99,input_order,indomain_min,time,70,120,60,100,,0.000389417,
6,100,input_order,indomain_min,obj,712130,712130,712130,712130,972505,713420,1.002
6,100,input_order,indomain_min,time,60,120,60,100,,0.00044484,
7,1,input_order,indomain_min,obj,198315,198315,198315,198315,696550,198315,1.000
7,1,input_order,indomain_min,time,60,90,50,60,,0.000226455,
7,2,input_order,indomain_min,obj,116181,116181,116181,116181,353224,116343,1.001
7,2,input_order,indomain_min,time,60,110,50,90,,0.000441056,
7,3,input_order,indomain_min,obj,482688,482688,482688,482688,1038284,483752,1.002
7,3,input_order,indomain_min,time,60,110,50,90,,0.000356176,
7,4,input_order,indomain_min,obj,527325,527325,527325,527325,1017205,567525,1.076
7,4,input_order,indomain_min,time,70,90,70,70,,0.000293589,
7,5,input_order,indomain_min,obj,867300,867300,867300,867300,1110060,951120,1.097
7,5,input_order,indomain_min,time,60,100,60,70,,0.000305051,
7,6,input_order,indomain_min,obj,176934,176934,176934,176934,401320,177403,1.003
7,6,input_order,indomain_min,time,60,120,60,90,,0.000510459,
7,7,input_order,indomain_min,obj,105636,105636,105636,105636,339172,106874,1.012
7,7,input_order,indomain_min,time,60,110,50,100,,0.000420698,
7,8,input_order,indomain_min,obj,440475,440475,440475,440475,1472225,442475,1.005
7,8,input_order,indomain_min,time,60,110,60,90,,0.00038203,
7,9,input_order,indomain_min,obj,172257,172257,172257,172257,368341,172363,1.001
7,9,input_order,indomain_min,time,60,110,50,90,,0.000454803,
7,10,input_order,indomain_min,obj,400050,400050,400050,400050,454520,400805,1.002
7,10,input_order,indomain_min,time,60,110,50,90,,0.00045117,
7,11,input_order,indomain_min,obj,419526,419526,419526,419526,1252084,421526,1.005
7,11,input_order,indomain_min,time,60,100,50,80,,0.000415306,
7,12,input_order,indomain_min,obj,209750,209750,209750,209750,513497,209750,1.000
7,12,input_order,indomain_min,time,60,130,60,90,,0.000419854,
7,13,input_order,indomain_min,obj,67785,67785,67785,67785,183005,68120,1.005
7,13,input_order,indomain_min,time,60,110,50,90,,0.000459671,
7,14,input_order,indomain_min,obj,1267128,1267128,1267128,1267128,2688230,1310106,1.034
7,14,input_order,indomain_min,time,60,120,50,100,,0.000571648,
7,15,input_order,indomain_min,obj,573636,573636,573636,573636,695560,573636,1.000
7,15,input_order,indomain_min,time,60,100,50,80,,0.000297079,
7,16,input_order,indomain_min,obj,81554,81554,81554,81554,196810,81956,1.005
7,16,input_order,indomain_min,time,60,110,50,100,,0.000393569,
7,17,input_order,indomain_min,obj,191720,191720,191720,191720,217290,191902,1.001
7,17,input_order,indomain_min,time,60,110,50,100,,0.000469695,
7,18,input_order,indomain_min,obj,287758,287758,287758,287758,1162010,292008,1.015
7,18,input_order,indomain_min,time,60,100,60,80,,0.000426995,
7,19,input_order,indomain_min,obj,309855,309855,309855,309855,1014570,313560,1.012
7,19,input_order,indomain_min,time,60,100,60,90,,0.000339442,
7,20,input_order,indomain_min,obj,794102,794102,794102,794102,2397795,808610,1.018
7,20,input_order,indomain_min,time,60,110,60,80,,0.000443187,
7,21,input_order,indomain_min,obj,567420,567420,567420,567420,1996370,574470,1.012
7,21,input_order,indomain_min,time,60,100,50,80,,0.000271119,
7,22,input_order,indomain_min,obj,66975,66975,66975,66975,163414,67342,1.005
7,22,input_order,indomain_min,time,60,110,50,100,,0.000493394,
7,23,input_order,indomain_min,obj,257840,257840,257840,257840,903890,257970,1.001
7,23,input_order,indomain_min,time,60,100,60,80,,0.000333531,
7,24,input_order,indomain_min,obj,602235,602235,602235,602235,1591265,602235,1.000
7,24,input_order,indomain_min,time,60,100,50,80,,0.000359072,
7,25,input_order,indomain_min,obj,1554880,1554880,1554880,1554880,4197100,1554880,1.000
7,25,input_order,indomain_min,time,70,100,60,70,,0.000266056,
7,26,input_order,indomain_min,obj,71615,71615,71615,71615,256125,73865,1.031
7,26,input_order,indomain_min,time,60,110,50,100,,0.000476876,
7,27,input_order,indomain_min,obj,613392,613392,613392,613392,1028892,613392,1.000
7,27,input_order,indomain_min,time,70,90,60,60,,0.000227478,
7,28,input_order,indomain_min,obj,1462488,1462488,1462488,1462488,4626440,1558288,1.066
7,28,input_order,indomain_min,time,60,100,60,90,,0.000381452,
7,29,input_order,indomain_min,obj,1182510,1182510,1182510,1182510,2233600,1184040,1.001
7,29,input_order,indomain_min,time,60,100,50,80,,0.00032229,
7,30,input_order,indomain_min,obj,554974,554974,554974,554974,1397153,554974,1.000
7,30,input_order,indomain_min,time,60,100,50,80,,0.00043115,
7,31,input_order,indomain_min,obj,1056618,1056618,1056618,1056618,2575340,1058762,1.002
7,31,input_order,indomain_min,time,60,110,50,90,,0.000393237,
7,32,input_order,indomain_min,obj,88646,88646,88646,88646,274596,88646,1.000
7,32,input_order,indomain_min,time,70,100,60,80,,0.000312234,
7,33,input_order,indomain_min,obj,1321464,1321464,1321464,1321464,2479220,1331444,1.008
7,33,input_order,indomain_min,time,60,110,50,80,,0.000421125,
7,34,input_order,indomain_min,obj,720600,720600,720600,720600,2607600,731250,1.015
7,34,input_order,indomain_min,time,60,100,60,80,,0.000351762,
7,35,input_order,indomain_min,obj,408204,408204,408204,408204,1224002,409965,1.004
7,35,input_order,indomain_min,time,60,110,60,100,,0.000503895,
7,36,input_order,indomain_min,obj,441774,441774,441774,441774,1683260,447374,1.013
7,36,input_order,indomain_min,time,60,110,50,90,,0.000462398,
7,37,input_order,indomain_min,obj,896946,896946,896946,896946,1027882,896946,1.000
7,37,input_order,indomain_min,time,70,100,60,90,,0.000490214,
7,38,input_order,indomain_min,obj,366180,366180,366180,366180,651980,366310,1.000
7,38,input_order,indomain_min,time,60,100,50,90,,0.00039999,
7,39,input_order,indomain_min,obj,550860,550860,550860,550860,1600770,677800,1.230
7,39,input_order,indomain_min,time,60,110,60,90,,0.000407946,
7,40,input_order,indomain_min,obj,757654,757654,757654,757654,1187731,858012,1.132
7,40,input_order,indomain_min,time,60,120,50,100,,0.000406605,
7,41,input_order,indomain_min,obj,1166175,1166175,1166175,1166175,4427545,1166175,1.000
7,41,input_order,indomain_min,time,70,110,70,90,,0.000356505,
7,42,input_order,indomain_min,obj,98100,98100,98100,98100,365970,98100,1.000
7,42,input_order,indomain_min,time,60,110,50,90,,0.00040085,
7,43,input_order,indomain_min,obj,211194,211194,211194,211194,347624,266352,1.261
7,43,input_order,indomain_min,time,60,100,50,80,,0.000395206,
7,44,input_order,indomain_min,obj,287415,287415,287415,287415,1394130,287415,1.000
7,44,input_order,indomain_min,time,60,100,50,70,,0.000337354,
7,45,input_order,indomain_min,obj,622562,622562,622562,622562,1373442,626942,1.007
7,45,input_order,indomain_min,time,60,110,50,90,,0.000463416,
7,46,input_order,indomain_min,obj,182520,182520,182520,182520,661380,183720,1.007
7,46,input_order,indomain_min,time,60,100,50,80,,0.000267227,
7,47,input_order,indomain_min,obj,308518,308518,308518,308518,1190016,308518,1.000
7,47,input_order,indomain_min,time,60,100,50,70,,0.000267238,
7,48,input_order,indomain_min,obj,221098,221098,221098,221098,729370,224762,1.017
7,48,input_order,indomain_min,time,60,100,60,80,,0.000410951,
7,49,input_order,indomain_min,obj,485844,485844,485844,485844,1625128,494352,1.018
7,49,input_order,indomain_min,time,60,110,50,90,,0.000368418,
7,50,input_order,indomain_min,obj,895807,895807,895807,895807,2312737,897770,1.002
7,50,input_order,indomain_min,time,60,110,50,90,,0.000373042,
7,51,input_order,indomain_min,obj,223881,223881,223881,223881,203895,745113,3.328
7,51,input_order,indomain_min,time,60,140,60,110,,0.000563869,
7,52,input_order,indomain_min,obj,517546,517546,517546,517546,1089058,519834,1.004
7,52,input_order,indomain_min,time,60,110,50,100,,0.000468982,
7,53,input_order,indomain_min,obj,282546,282546,282546,282546,625554,284946,1.008
7,53,input_order,indomain_min,time,60,100,50,80,,0.000439219,
7,54,input_order,indomain_min,obj,392990,392990,392990,392990,992139,407031,1.036
7,54,input_order,indomain_min,time,60,120,50,100,,0.00078831,
7,55,input_order,indomain_min,obj,114080,114080,114080,114080,184300,114080,1.000
7,55,input_order,indomain_min,time,70,90,70,60,,0.000221012,
7,56,input_order,indomain_min,obj,157107,157107,157107,157107,409029,160854,1.024
7,56,input_order,indomain_min,time,70,110,60,90,,0.00049316,
7,57,input_order,indomain_min,obj,139384,139384,139384,139384,208176,139384,1.000
7,57,input_order,indomain_min,time,60,100,60,80,,0.000387452,
7,58,input_order,indomain_min,obj,591160,591160,591160,591160,1809220,660820,1.118
7,58,input_order,indomain_min,time,80,100,80,80,,0.000437203,
7,59,input_order,indomain_min,obj,415314,415314,415314,415314,1145544,415554,1.001
7,59,input_order,indomain_min,time,60,90,50,80,,0.000308515,
7,60,input_order,indomain_min,obj,458700,458700,458700,458700,575760,488100,1.064
7,60,input_order,indomain_min,time,60,100,50,70,,0.000333425,
7,61,input_order,indomain_min,obj,1017620,1017620,1017620,1017620,1674595,1154250,1.134
7,61,input_order,indomain_min,time,60,110,50,90,,0.000391489,
7,62,input_order,indomain_min,obj,668400,668400,668400,668400,1620150,668400,1.000
7,62,input_order,indomain_min,time,60,90,60,70,,0.000327384,
7,63,input_order,indomain_min,obj,407900,407900,407900,407900,1034900,410300,1.006
7,63,input_order,indomain_min,time,60,100,50,70,,0.000265519,
7,64,input_order,indomain_min,obj,851012,851012,851012,851012,1235938,1027332,1.207
7,64,input_order,indomain_min,time,60,100,50,90,,0.000380461,
7,65,input_order,indomain_min,obj,837158,837158,837158,837158,2641396,837158,1.000
7,65,input_order,indomain_min,time,70,100,60,70,,0.000334456,
7,66,input_order,indomain_min,obj,444447,444447,444447,444447,986861,451511,1.016
7,66,input_order,indomain_min,time,60,100,50,80,,0.000327208,
7,67,input_order,indomain_min,obj,146206,146206,146206,146206,348672,146206,1.000
7,67,input_order,indomain_min,time,60,90,60,60,,0.000225168,
7,68,input_order,indomain_min,obj,293328,293328,293328,293328,782576,298290,1.017
7,68,input_order,indomain_min,time,60,110,50,90,,0.000493861,
7,69,input_order,indomain_min,obj,1284816,1284816,1284816,1284816,3940702,1471132,1.145
7,69,input_order,indomain_min,time,60,110,50,110,,0.000459946,
7,70,input_order,indomain_min,obj,142755,142755,142755,142755,470455,173355,1.214
7,70,input_order,indomain_min,time,60,110,50,90,,0.000358853,
7,71,input_order,indomain_min,obj,337965,337965,337965,337965,1322230,340995,1.009
7,71,input_order,indomain_min,time,60,120,50,110,,0.000623857,
7,72,input_order,indomain_min,obj,888439,888439,888439,888439,2819638,902904,1.016
7,72,input_order,indomain_min,time,60,110,50,100,,0.000589949,
7,73,input_order,indomain_min,obj,219510,219510,219510,219510,626980,219510,1.000
7,73,input_order,indomain_min,time,60,90,50,70,,0.000270292,
7,74,input_order,indomain_min,obj,308916,308916,308916,308916,584912,324916,1.052
7,74,input_order,indomain_min,time,60,110,50,90,,0.000408676,
7,75,input_order,indomain_min,obj,241070,241070,241070,241070,265006,241070,1.000
7,75,input_order,indomain_min,time,60,90,60,60,,0.000228174,
7,76,input_order,indomain_min,obj,740394,740394,740394,740394,2120358,741044,1.001
7,76,input_order,indomain_min,time,60,90,50,80,,0.000312249,
7,77,input_order,indomain_min,obj,711800,711800,711800,711800,1966650,712150,1.000
7,77,input_order,indomain_min,time,60,110,50,90,,0.000308223,
7,78,input_order,indomain_min,obj,58860,58860,58860,58860,128000,58860,1.000
7,78,input_order,indomain_min,time,70,100,60,90,,0.000373446,
7,79,input_order,indomain_min,obj,621000,621000,621000,621000,1557600,621000,1.000
7,79,input_order,indomain_min,time,60,110,50,80,,0.000352124,
7,80,input_order,indomain_min,obj,277089,277089,277089,277089,653379,277089,1.000
7,80,input_order,indomain_min,time,70,100,60,80,,0.000434818,
7,81,input_order,indomain_min,obj,259308,259308,259308,259308,752308,259308,1.000
7,81,input_order,indomain_min,time,60,110,50,90,,0.000406166,
7,82,input_order,indomain_min,obj,514710,514710,514710,514710,1396100,515220,1.001
7,82,input_order,indomain_min,time,60,110,60,100,,0.00040232,
7,83,input_order,indomain_min,obj,319851,319851,319851,319851,725624,319851,1.000
7,83,input_order,indomain_min,time,70,110,60,90,,0.000354496,
7,84,input_order,indomain_min,obj,658699,658699,658699,658699,1058895,658524,1.000
7,84,input_order,indomain_min,time,60,120,50,100,,0.00035485,
7,85,input_order,indomain_min,obj,280800,280800,280800,280800,859000,280800,1.000
7,85,input_order,indomain_min,time,60,120,50,110,,0.000481925,
7,86,input_order,indomain_min,obj,393606,393606,393606,393606,1372806,393641,1.000
7,86,input_order,indomain_min,time,70,130,60,100,,0.000511504,
7,87,input_order,indomain_min,obj,77545,77545,77545,77545,217691,77570,1.000
7,87,input_order,indomain_min,time,60,110,60,90,,0.000353725,
7,88,input_order,indomain_min,obj,329400,329400,329400,329400,779720,329480,1.000
7,88,input_order,indomain_min,time,60,100,50,80,,0.000274458,
7,89,input_order,indomain_min,obj,149067,149067,149067,149067,426109,149067,1.000
7,89,input_order,indomain_min,time,60,90,50,60,,0.000224183,
7,90,input_order,indomain_min,obj,10665,10665,10665,10665,16670,10665,1.000
7,90,input_order,indomain_min,time,60,90,50,60,,0.000229381,
7,91,input_order,indomain_min,obj,244782,244782,244782,244782,506538,244782,1.000
7,91,input_order,indomain_min,time,70,110,60,90,,0.000310875,
7,92,input_order,indomain_min,obj,337278,337278,337278,337278,555736,351603,1.042
7,92,input_order,indomain_min,time,60,100,60,80,,0.00034291,
7,93,input_order,indomain_min,obj,365040,365040,365040,365040,451450,365120,1.000
7,93,input_order,indomain_min,time,70,120,60,100,,0.000429363,
7,94,input_order,indomain_min,obj,171300,171300,171300,171300,576516,175200,1.023
7,94,input_order,indomain_min,time,70,110,60,100,,0.000609138,
7,95,input_order,indomain_min,obj,539335,539335,539335,539335,1090030,533720,0.990
7,95,input_order,indomain_min,time,80,150,60,120,,0.000603552,
7,96,input_order,indomain_min,obj,595810,595810,595810,595810,2413495,607060,1.019
7,96,input_order,indomain_min,time,70,120,60,110,,0.000434139,
7,97,input_order,indomain_min,obj,430245,430245,430245,430245,1209355,430245,1.000
7,97,input_order,indomain_min,time,70,110,60,90,,0.000294957,
7,98,input_order,indomain_min,obj,435854,435854,435854,435854,1338335,447922,1.028
7,98,input_order,indomain_min,time,60,110,50,100,,0.000468133,
7,99,input_order,indomain_min,obj,97057,97057,97057,97057,295232,99928,1.030
7,99,input_order,indomain_min,time,70,140,70,110,,0.000383527,
7,100,input_order,indomain_min,obj,366435,366435,366435,366435,632190,366855,1.001
7,100,input_order,indomain_min,time,60,110,60,100,,0.00040074,
8,1,input_order,indomain_min,obj,220360,220360,220360,220360,832425,220360,1.000
8,1,input_order,indomain_min,time,60,90,50,60,,0.000220638,
8,2,input_order,indomain_min,obj,131587,131587,131587,131587,421827,133151,1.012
8,2,input_order,indomain_min,time,60,120,60,80,,0.000442893,
8,3,input_order,indomain_min,obj,540668,540668,540668,540668,1131752,540644,1.000
8,3,input_order,indomain_min,time,60,110,50,90,,0.000345591,
8,4,input_order,indomain_min,obj,586665,586665,586665,586665,1261690,699265,1.192
8,4,input_order,indomain_min,time,100,100,90,70,,0.000277308,
8,5,input_order,indomain_min,obj,1008030,1008030,1008030,1008030,1290030,1009230,1.001
8,5,input_order,indomain_min,time,60,100,60,70,,0.000304302,
8,6,input_order,indomain_min,obj,201737,201737,201737,201737,430372,202300,1.003
8,6,input_order,indomain_min,time,70,160,60,100,,0.000471632,
8,7,input_order,indomain_min,obj,117852,117852,117852,117852,410252,117964,1.001
8,7,input_order,indomain_min,time,60,110,50,100,,0.000415397,
8,8,input_order,indomain_min,obj,495750,495750,495750,495750,1856600,495750,1.000
8,8,input_order,indomain_min,time,70,110,60,90,,0.000373667,
8,9,input_order,indomain_min,obj,191449,191449,191449,191449,452115,197410,1.031
8,9,input_order,indomain_min,time,60,110,60,90,,0.000430457,
8,10,input_order,indomain_min,obj,454730,454730,454730,454730,598260,464550,1.022
8,10,input_order,indomain_min,time,60,110,50,90,,0.000448594,
8,11,input_order,indomain_min,obj,472178,472178,472178,472178,1343654,474640,1.005
8,11,input_order,indomain_min,time,60,100,50,80,,0.000411326,
8,12,input_order,indomain_min,obj,241080,241080,241080,241080,584377,234935,0.975
8,12,input_order,indomain_min,time,70,160,70,90,,0.000412462,
8,13,input_order,indomain_min,obj,76110,76110,76110,76110,192725,80550,1.058
8,13,input_order,indomain_min,time,60,110,50,90,,0.000434388,
8,14,input_order,indomain_min,obj,1428755,1428755,1428755,1428755,2849562,2613237,1.829
8,14,input_order,indomain_min,time,60,120,50,110,,0.000552699,
8,15,input_order,indomain_min,obj,644176,644176,644176,644176,811188,644176,1.000
8,15,input_order,indomain_min,time,60,100,50,80,,0.000290973,
8,16,input_order,indomain_min,obj,91460,91460,91460,91460,215370,91062,0.996
8,16,input_order,indomain_min,time,60,110,50,100,,0.000393853,
8,17,input_order,indomain_min,obj,213250,213250,213250,213250,227758,213066,0.999
8,17,input_order,indomain_min,time,60,120,60,100,,0.000472003,
8,18,input_order,indomain_min,obj,321674,321674,321674,321674,1592418,330670,1.028
8,18,input_order,indomain_min,time,60,110,60,80,,0.000408821,
8,19,input_order,indomain_min,obj,348225,348225,348225,348225,1197960,348225,1.000
8,19,input_order,indomain_min,time,70,110,60,90,,0.000335602,
8,20,input_order,indomain_min,obj,852718,852718,852718,852718,2729487,963258,1.130
8,20,input_order,indomain_min,time,60,110,60,80,,0.000460743,
8,21,input_order,indomain_min,obj,637954,637954,637954,637954,2309048,653404,1.024
8,21,input_order,indomain_min,time,60,100,50,90,,0.000278225,
8,22,input_order,indomain_min,obj,74376,74376,74376,74376,198008,78887,1.061
8,22,input_order,indomain_min,time,60,110,50,90,,0.000490844,
8,23,input_order,indomain_min,obj,289690,289690,289690,289690,1145370,290990,1.004
8,23,input_order,indomain_min,time,70,100,60,80,,0.000325085,
8,24,input_order,indomain_min,obj,672800,672800,672800,672800,2126675,682765,1.015
8,24,input_order,indomain_min,time,60,100,50,80,,0.000353157,
8,25,input_order,indomain_min,obj,1752070,1752070,1752070,1752070,4499280,1752070,1.000
8,25,input_order,indomain_min,time,70,100,60,70,,0.000263326,
8,26,input_order,indomain_min,obj,79605,79605,79605,79605,255770,106315,1.336
8,26,input_order,indomain_min,time,60,110,50,100,,0.000450902,
8,27,input_order,indomain_min,obj,648180,648180,648180,648180,1144520,648180,1.000
8,27,input_order,indomain_min,time,70,90,60,60,,0.000232056,
8,28,input_order,indomain_min,obj,1629320,1629320,1629320,1629320,5508812,1926820,1.183
8,28,input_order,indomain_min,time,70,110,60,90,,0.000366137,
8,29,input_order,indomain_min,obj,1324350,1324350,1324350,1324350,2655570,1344530,1.015
8,29,input_order,indomain_min,time,60,100,60,80,,0.000318988,
8,30,input_order,indomain_min,obj,624025,624025,624025,624025,1574691,628675,1.007
8,30,input_order,indomain_min,time,60,100,60,80,,0.000417954,
8,31,input_order,indomain_min,obj,1184752,1184752,1184752,1184752,2770126,1188960,1.004
8,31,input_order,indomain_min,time,60,100,50,90,,0.000392227,
8,32,input_order,indomain_min,obj,99352,99352,99352,99352,325890,99360,1.000
8,32,input_order,indomain_min,time,70,100,70,80,,0.00030624,
8,33,input_order,indomain_min,obj,1398068,1398068,1398068,1398068,2483536,1517228,1.085
8,33,input_order,indomain_min,time,60,110,50,80,,0.000417928,
8,34,input_order,indomain_min,obj,800900,800900,800900,800900,3193200,840550,1.050
8,34,input_order,indomain_min,time,70,100,60,80,,0.000337193,
8,35,input_order,indomain_min,obj,458889,458889,458889,458889,1340816,463411,1.010
8,35,input_order,indomain_min,time,70,130,60,90,,0.000476226,
8,36,input_order,indomain_min,obj,490972,490972,490972,490972,2507270,516060,1.051
8,36,input_order,indomain_min,time,60,110,50,90,,0.000457077,
8,37,input_order,indomain_min,obj,945694,945694,945694,945694,1192800,965384,1.021
8,37,input_order,indomain_min,time,70,110,60,90,,0.000343641,
8,38,input_order,indomain_min,obj,384600,384600,384600,384600,785460,384600,1.000
8,38,input_order,indomain_min,time,60,100,60,90,,0.000393448,
8,39,input_order,indomain_min,obj,610260,610260,610260,610260,2029330,956910,1.568
8,39,input_order,indomain_min,time,70,110,60,100,,0.000408253,
8,40,input_order,indomain_min,obj,857901,857901,857901,857901,1304929,1093375,1.274
8,40,input_order,indomain_min,time,60,120,50,100,,0.000390894,
8,41,input_order,indomain_min,obj,1315486,1315486,1315486,1315486,5517136,1315486,1.000
8,41,input_order,indomain_min,time,80,120,70,90,,0.000368147,
8,42,input_order,indomain_min,obj,111930,111930,111930,111930,542320,113240,1.012
8,42,input_order,indomain_min,time,60,110,60,90,,0.000395562,
8,43,input_order,indomain_min,obj,242888,242888,242888,242888,416848,326280,1.343
8,43,input_order,indomain_min,time,60,100,50,80,,0.000384453,
8,44,input_order,indomain_min,obj,322540,322540,322540,322540,1555425,353040,1.095
8,44,input_order,indomain_min,time,60,100,50,70,,0.000326958,
8,45,input_order,indomain_min,obj,698326,698326,698326,698326,1395619,718440,1.029
8,45,input_order,indomain_min,time,60,110,50,90,,0.000480724,
8,46,input_order,indomain_min,obj,202860,202860,202860,202860,937900,205200,1.012
8,46,input_order,indomain_min,time,60,100,60,80,,0.000268186,
8,47,input_order,indomain_min,obj,346808,346808,346808,346808,1210226,346808,1.000
8,47,input_order,indomain_min,time,60,100,50,70,,0.000264369,
8,48,input_order,indomain_min,obj,248116,248116,248116,248116,855568,250900,1.011
8,48,input_order,indomain_min,time,70,100,70,80,,0.000396698,
8,49,input_order,indomain_min,obj,545528,545528,545528,545528,1693260,564612,1.035
8,49,input_order,indomain_min,time,60,110,50,100,,0.000365866,
8,50,input_order,indomain_min,obj,1011806,1011806,1011806,1011806,2440855,1013462,1.002
8,50,input_order,indomain_min,time,70,130,60,90,,0.000374872,
8,51,input_order,indomain_min,obj,250634,250634,250634,250634,242370,646032,2.578
8,51,input_order,indomain_min,time,60,140,60,110,,0.000535465,
8,52,input_order,indomain_min,obj,578050,578050,578050,578050,1276856,747428,1.293
8,52,input_order,indomain_min,time,60,110,50,100,,0.000450007,
8,53,input_order,indomain_min,obj,315126,315126,315126,315126,667671,328776,1.043
8,53,input_order,indomain_min,time,60,100,50,80,,0.000444353,
8,54,input_order,indomain_min,obj,437044,437044,437044,437044,1054295,547940,1.254
8,54,input_order,indomain_min,time,60,110,50,100,,0.000590163,
8,55,input_order,indomain_min,obj,125606,125606,125606,125606,208906,125606,1.000
8,55,input_order,indomain_min,time,80,90,80,60,,0.000225938,
