,,,,,Gecode,Gurobi,OGSA,Preferred,Objective Ratio,,
,,,,,Modified,Modified,Modified,Modified,Modified,,
Month,House,Variable choices,Constraint variables,Result,,,,,,,
7,69,anti_first_fail,indomain_min,obj,1037405,1037405,1037405,2681605,1,,61%
7,69,anti_first_fail,indomain_min,time,60,80,0.000206456,,3.44E-06,,
7,70,anti_first_fail,indomain_min,obj,255948,255948,258868,340848,1.011408567,,24%
7,70,anti_first_fail,indomain_min,time,60,80,0.000211101,,3.52E-06,,
7,71,anti_first_fail,indomain_min,obj,969170,969170,969170,1981070,1,,51%
7,71,anti_first_fail,indomain_min,time,60,70,0.000193737,,3.23E-06,,
7,72,anti_first_fail,indomain_min,obj,460885,460885,460885,690965,1,,33%
7,72,anti_first_fail,indomain_min,time,60,70,0.000193975,,3.23E-06,,
7,73,anti_first_fail,indomain_min,obj,2030100,2030100,2030100,3269300,1,,38%
7,73,anti_first_fail,indomain_min,time,60,70,0.000207533,,3.46E-06,,
7,74,anti_first_fail,indomain_min,obj,1174700,1174700,1257125,1295525,1.070166851,,3%
7,74,anti_first_fail,indomain_min,time,60,110,0.000215343,,3.59E-06,,
7,75,anti_first_fail,indomain_min,obj,821616,821616,821616,760216,1,,-8%
7,75,anti_first_fail,indomain_min,time,60,80,0.000209969,,3.50E-06,,
7,76,anti_first_fail,indomain_min,obj,239455,239455,362075,391755,1.512079514,,8%
7,76,anti_first_fail,indomain_min,time,60,100,0.000256494,,4.27E-06,,
7,77,anti_first_fail,indomain_min,obj,347395,347395,347395,159780,1,,-117%
7,77,anti_first_fail,indomain_min,time,50,100,0.000246826,,4.94E-06,,
7,78,anti_first_fail,indomain_min,obj,2151250,2151250,2151250,2391650,1,,10%
7,78,anti_first_fail,indomain_min,time,60,80,0.000216043,,3.60E-06,,
7,79,anti_first_fail,indomain_min,obj,456288,456288,456288,465288,1,,2%
7,79,anti_first_fail,indomain_min,time,60,80,0.000201617,,3.36E-06,,
7,80,anti_first_fail,indomain_min,obj,379240,379240,379240,391840,1,,3%
7,80,anti_first_fail,indomain_min,time,50,80,0.000225712,,4.51E-06,,
7,81,anti_first_fail,indomain_min,obj,2090067,2090067,2886609,3199869,1.381108357,,10%
7,81,anti_first_fail,indomain_min,time,60,80,0.000205627,,3.43E-06,,
7,82,anti_first_fail,indomain_min,obj,143786,143786,143786,272586,1,,47%
7,82,anti_first_fail,indomain_min,time,60,70,0.000222098,,3.70E-06,,
7,83,anti_first_fail,indomain_min,obj,358090,358090,358090,454690,1,,21%
7,83,anti_first_fail,indomain_min,time,50,90,0.00030463,,6.09E-06,,
7,84,anti_first_fail,indomain_min,obj,273924,273924,274220,165685,1.001080592,,-66%
7,84,anti_first_fail,indomain_min,time,80,120,0.000204268,,2.55E-06,,
7,85,anti_first_fail,indomain_min,obj,240873,240873,240873,287600,1,,16%
7,85,anti_first_fail,indomain_min,time,60,70,0.000195882,,3.26E-06,,
7,86,anti_first_fail,indomain_min,obj,841922,841922,867652,908252,1.030561026,,4%
7,86,anti_first_fail,indomain_min,time,60,80,0.000206881,,3.45E-06,,
7,87,anti_first_fail,indomain_min,obj,1355536,1355536,1355536,2300836,1,,41%
7,87,anti_first_fail,indomain_min,time,60,80,0.000205426,,3.42E-06,,
7,88,anti_first_fail,indomain_min,obj,364722,364722,364722,368622,1,,1%
7,88,anti_first_fail,indomain_min,time,50,60,0.000193482,,3.87E-06,,
7,89,anti_first_fail,indomain_min,obj,308100,308100,308100,308300,1,,0%
7,89,anti_first_fail,indomain_min,time,60,80,0.000205955,,3.43E-06,,
7,90,anti_first_fail,indomain_min,obj,1000173,1000173,1109997,1919473,1.109805004,,42%
7,90,anti_first_fail,indomain_min,time,60,100,0.000213286,,3.55E-06,,
7,91,anti_first_fail,indomain_min,obj,866814,866814,866814,1142814,1,,24%
7,91,anti_first_fail,indomain_min,time,50,60,0.000192897,,3.86E-06,,
7,92,anti_first_fail,indomain_min,obj,779640,779640,786645,825675,1.008984916,,5%
7,92,anti_first_fail,indomain_min,time,60,110,0.000210867,,3.51E-06,,
7,93,anti_first_fail,indomain_min,obj,1394260,1394260,1394260,1978160,1,,30%
7,93,anti_first_fail,indomain_min,time,60,90,0.000196278,,3.27E-06,,
7,94,anti_first_fail,indomain_min,obj,1152324,1152324,1448944,1412340,1.257410242,,-3%
7,94,anti_first_fail,indomain_min,time,60,80,0.000202001,,3.37E-06,,
7,95,anti_first_fail,indomain_min,obj,376390,376390,388290,680010,1.031616143,,43%
7,95,anti_first_fail,indomain_min,time,60,80,0.000217564,,3.63E-06,,
7,96,anti_first_fail,indomain_min,obj,523530,523530,523530,523630,1,,0%
7,96,anti_first_fail,indomain_min,time,50,90,0.000218563,,4.37E-06,,
7,97,anti_first_fail,indomain_min,obj,200202,200202,200202,259002,1,,23%
7,97,anti_first_fail,indomain_min,time,60,80,0.000204631,,3.41E-06,,
7,98,anti_first_fail,indomain_min,obj,1362193,1362193,1362193,1532193,1,,11%
7,98,anti_first_fail,indomain_min,time,60,70,0.000220688,,3.68E-06,,
7,99,anti_first_fail,indomain_min,obj,771783,771783,845916,891027,1.096054202,,5%
7,99,anti_first_fail,indomain_min,time,60,80,0.000216223,,3.60E-06,,
7,100,anti_first_fail,indomain_min,obj,336450,336450,555449,168750,1.650910982,,-229%
7,100,anti_first_fail,indomain_min,time,60,110,0.000208232,,3.47E-06,,
8,1,anti_first_fail,indomain_min,obj,271815,271815,271815,424440,1,,36%
8,1,anti_first_fail,indomain_min,time,50,80,0.000211987,,4.24E-06,,
8,2,anti_first_fail,indomain_min,obj,662029,662029,662029,1693868,1,,61%
8,2,anti_first_fail,indomain_min,time,60,80,0.000200897,,3.35E-06,,
8,3,anti_first_fail,indomain_min,obj,433812,433812,433812,577442,1,,25%
8,3,anti_first_fail,indomain_min,time,50,70,0.000204576,,4.09E-06,,
8,4,anti_first_fail,indomain_min,obj,1590500,1590500,1590500,1890500,1,,16%
8,4,anti_first_fail,indomain_min,time,60,70,0.000191885,,3.20E-06,,
8,5,anti_first_fail,indomain_min,obj,1379814,1379814,1379814,2042014,1,,32%
8,5,anti_first_fail,indomain_min,time,60,80,0.000195834,,3.26E-06,,
8,6,anti_first_fail,indomain_min,obj,1076200,1076200,1257950,1941250,1.168881249,,35%
8,6,anti_first_fail,indomain_min,time,60,100,0.000225075,,3.75E-06,,
8,7,anti_first_fail,indomain_min,obj,1053300,1053300,1053300,1237100,1,,15%
8,7,anti_first_fail,indomain_min,time,50,80,0.00021086,,4.22E-06,,
8,8,anti_first_fail,indomain_min,obj,1424232,1424232,1424232,2813028,1,,49%
8,8,anti_first_fail,indomain_min,time,50,110,0.000201417,,4.03E-06,,
8,9,anti_first_fail,indomain_min,obj,1083456,1083456,1085456,2908756,1.001845945,,63%
8,9,anti_first_fail,indomain_min,time,60,80,0.000205024,,3.42E-06,,
8,10,anti_first_fail,indomain_min,obj,1155027,1155027,1155027,1202827,1,,4%
8,10,anti_first_fail,indomain_min,time,50,120,0.0001962,,3.92E-06,,
8,11,anti_first_fail,indomain_min,obj,1138300,1138300,1138300,1167100,1,,2%
8,11,anti_first_fail,indomain_min,time,50,80,0.000257253,,5.15E-06,,
8,12,anti_first_fail,indomain_min,obj,226870,226870,248596,151254,1.095764094,,-64%
8,12,anti_first_fail,indomain_min,time,60,100,0.000197645,,3.29E-06,,
8,13,anti_first_fail,indomain_min,obj,1174430,1174430,1308890,1174430,1.114489582,,-11%
8,13,anti_first_fail,indomain_min,time,60,80,0.000232223,,3.87E-06,,
8,14,anti_first_fail,indomain_min,obj,205870,205870,205870,207670,1,,1%
8,14,anti_first_fail,indomain_min,time,80,110,0.000210625,,2.63E-06,,
8,15,anti_first_fail,indomain_min,obj,1047360,1047360,1047360,1948060,1,,46%
8,15,anti_first_fail,indomain_min,time,60,90,0.000207876,,3.46E-06,,
8,16,anti_first_fail,indomain_min,obj,1082024,1082024,1122720,1359224,1.037610996,,17%
8,16,anti_first_fail,indomain_min,time,60,90,0.000202469,,3.37E-06,,
8,17,anti_first_fail,indomain_min,obj,2600300,2600300,2600300,3482500,1,,25%
8,17,anti_first_fail,indomain_min,time,60,70,0.000191782,,3.20E-06,,
8,18,anti_first_fail,indomain_min,obj,688805,688805,688805,729805,1,,6%
8,18,anti_first_fail,indomain_min,time,60,100,0.000257054,,4.28E-06,,
8,19,anti_first_fail,indomain_min,obj,958287,958287,958287,1923387,1,,50%
8,19,anti_first_fail,indomain_min,time,50,70,0.000195103,,3.90E-06,,
8,20,anti_first_fail,indomain_min,obj,279749,279749,292349,414599,1.045040375,,29%
8,20,anti_first_fail,indomain_min,time,70,80,0.000207643,,2.97E-06,,
8,21,anti_first_fail,indomain_min,obj,506962,506962,506962,527962,1,,4%
8,21,anti_first_fail,indomain_min,time,60,80,0.000211037,,3.52E-06,,
8,22,anti_first_fail,indomain_min,obj,198140,198140,198140,198140,1,,0%
8,22,anti_first_fail,indomain_min,time,60,80,0.000197092,,3.28E-06,,
8,23,anti_first_fail,indomain_min,obj,1255200,1255200,1255200,2469000,1,,49%
8,23,anti_first_fail,indomain_min,time,50,80,0.000225829,,4.52E-06,,
8,24,anti_first_fail,indomain_min,obj,547850,547850,556550,590200,1.015880259,,6%
8,24,anti_first_fail,indomain_min,time,60,80,0.000200524,,3.34E-06,,
8,25,anti_first_fail,indomain_min,obj,408370,408370,408370,591870,1,,31%
8,25,anti_first_fail,indomain_min,time,60,90,0.000239455,,3.99E-06,,
8,26,anti_first_fail,indomain_min,obj,436324,436324,444684,806884,1.019160074,,45%
8,26,anti_first_fail,indomain_min,time,60,90,0.000231335,,3.86E-06,,
8,27,anti_first_fail,indomain_min,obj,102786,102786,105766,118226,1.028992275,,11%
8,27,anti_first_fail,indomain_min,time,100,170,0.000207337,,2.07E-06,,
8,28,anti_first_fail,indomain_min,obj,543550,543550,944650,524050,1.737926594,,-80%
8,28,anti_first_fail,indomain_min,time,60,90,0.000378084,,6.30E-06,,
8,29,anti_first_fail,indomain_min,obj,849530,849530,849530,1348230,1,,37%
8,29,anti_first_fail,indomain_min,time,50,70,0.00019272,,3.85E-06,,
8,30,anti_first_fail,indomain_min,obj,766744,766744,766744,1666744,1,,54%
8,30,anti_first_fail,indomain_min,time,50,70,0.000215627,,4.31E-06,,
8,31,anti_first_fail,indomain_min,obj,871897,871897,871897,2548097,1,,66%
8,31,anti_first_fail,indomain_min,time,60,80,0.000222926,,3.72E-06,,
8,32,anti_first_fail,indomain_min,obj,1695525,1695525,2061748,3333448,1.215993866,,38%
8,32,anti_first_fail,indomain_min,time,60,100,0.000223194,,3.72E-06,,
8,33,anti_first_fail,indomain_min,obj,772920,772920,772920,854220,1,,10%
8,33,anti_first_fail,indomain_min,time,60,80,0.000211435,,3.52E-06,,
8,34,anti_first_fail,indomain_min,obj,845205,845205,865250,771850,1.02371614,,-12%
8,34,anti_first_fail,indomain_min,time,50,90,0.00025934,,5.19E-06,,
8,35,anti_first_fail,indomain_min,obj,1911262,1911262,1911262,4836334,1,,60%
8,35,anti_first_fail,indomain_min,time,60,70,0.000215599,,3.59E-06,,
8,36,anti_first_fail,indomain_min,obj,503784,503784,503784,553584,1,,9%
8,36,anti_first_fail,indomain_min,time,60,70,0.000201881,,3.36E-06,,
8,37,anti_first_fail,indomain_min,obj,1307500,1307500,1307500,1670800,1,,22%
8,37,anti_first_fail,indomain_min,time,50,80,0.000220622,,4.41E-06,,
8,38,anti_first_fail,indomain_min,obj,874690,874690,874690,2217190,1,,61%
8,38,anti_first_fail,indomain_min,time,60,70,0.000190127,,3.17E-06,,
8,39,anti_first_fail,indomain_min,obj,989884,989884,989884,1261984,1,,22%
8,39,anti_first_fail,indomain_min,time,60,80,0.000216721,,3.61E-06,,
8,40,anti_first_fail,indomain_min,obj,628525,628525,628525,938125,1,,33%
8,40,anti_first_fail,indomain_min,time,60,80,0.000214885,,3.58E-06,,
8,41,anti_first_fail,indomain_min,obj,560758,560758,639058,489658,1.139632426,,-31%
8,41,anti_first_fail,indomain_min,time,60,80,0.000207999,,3.47E-06,,
8,42,anti_first_fail,indomain_min,obj,441062,441062,592912,1005862,1.344282663,,41%
8,42,anti_first_fail,indomain_min,time,60,80,0.000216056,,3.60E-06,,
8,43,anti_first_fail,indomain_min,obj,1154496,1154496,1154496,2033196,1,,43%
8,43,anti_first_fail,indomain_min,time,60,70,0.000263985,,4.40E-06,,
8,44,anti_first_fail,indomain_min,obj,611504,611504,619196,717109,1.012578822,,14%
8,44,anti_first_fail,indomain_min,time,60,80,0.000204438,,3.41E-06,,
8,45,anti_first_fail,indomain_min,obj,612960,612960,612960,651500,1,,6%
8,45,anti_first_fail,indomain_min,time,60,90,0.00025099,,4.18E-06,,
8,46,anti_first_fail,indomain_min,obj,1119000,1119000,1119000,1817200,1,,38%
8,46,anti_first_fail,indomain_min,time,60,80,0.000210042,,3.50E-06,,
8,47,anti_first_fail,indomain_min,obj,47500,47500,81516,55872,1.716126316,,-46%
8,47,anti_first_fail,indomain_min,time,60,90,0.000213507,,3.56E-06,,
8,48,anti_first_fail,indomain_min,obj,200689,200689,200689,219789,1,,9%
8,48,anti_first_fail,indomain_min,time,60,60,0.000301415,,5.02E-06,,
8,49,anti_first_fail,indomain_min,obj,1097158,1097158,1097158,3121078,1,,65%
8,49,anti_first_fail,indomain_min,time,50,90,0.000240956,,4.82E-06,,
8,50,anti_first_fail,indomain_min,obj,122790,122790,190650,244560,1.552650867,,22%
8,50,anti_first_fail,indomain_min,time,60,80,0.000207096,,3.45E-06,,
8,51,anti_first_fail,indomain_min,obj,211360,211360,211360,448360,1,,53%
8,51,anti_first_fail,indomain_min,time,60,80,0.000196785,,3.28E-06,,
8,52,anti_first_fail,indomain_min,obj,596352,596352,596352,863852,1,,31%
8,52,anti_first_fail,indomain_min,time,60,70,0.000192109,,3.20E-06,,
8,53,anti_first_fail,indomain_min,obj,991035,991035,1155015,1737015,1.165463379,,34%
8,53,anti_first_fail,indomain_min,time,60,100,0.000222973,,3.72E-06,,
8,54,anti_first_fail,indomain_min,obj,1436500,1436500,1436500,2381100,1,,40%
8,54,anti_first_fail,indomain_min,time,50,60,0.000196106,,3.92E-06,,
8,55,anti_first_fail,indomain_min,obj,485332,485332,486532,531832,1.002472534,,9%
8,55,anti_first_fail,indomain_min,time,60,90,0.000206782,,3.45E-06,,
8,56,anti_first_fail,indomain_min,obj,1193085,1193085,1193085,1373085,1,,13%
8,56,anti_first_fail,indomain_min,time,60,60,0.000194641,,3.24E-06,,
8,57,anti_first_fail,indomain_min,obj,1756450,1756450,1756450,2284000,1,,23%
8,57,anti_first_fail,indomain_min,time,50,120,0.000196657,,3.93E-06,,
8,58,anti_first_fail,indomain_min,obj,1770400,1770400,1770400,2528800,1,,30%
8,58,anti_first_fail,indomain_min,time,60,70,0.000213938,,3.57E-06,,
8,59,anti_first_fail,indomain_min,obj,204788,204788,204788,183488,1,,-12%
8,59,anti_first_fail,indomain_min,time,60,90,0.000289072,,4.82E-06,,
8,60,anti_first_fail,indomain_min,obj,1232900,1232900,1259300,2644000,1.021412929,,52%
8,60,anti_first_fail,indomain_min,time,60,90,0.000218624,,3.64E-06,,
8,61,anti_first_fail,indomain_min,obj,392790,392790,394290,385590,1.003818834,,-2%
8,61,anti_first_fail,indomain_min,time,60,80,0.000211477,,3.52E-06,,
8,62,anti_first_fail,indomain_min,obj,1115300,1115300,1115300,1599400,1,,30%
8,62,anti_first_fail,indomain_min,time,50,80,0.000201796,,4.04E-06,,
8,63,anti_first_fail,indomain_min,obj,306703,306703,306703,400113,1,,23%
8,63,anti_first_fail,indomain_min,time,60,70,0.000213283,,3.55E-06,,
8,64,anti_first_fail,indomain_min,obj,380480,380480,380480,537980,1,,29%
8,64,anti_first_fail,indomain_min,time,50,80,0.00023056,,4.61E-06,,
8,65,anti_first_fail,indomain_min,obj,1988760,1988760,1988760,5846460,1,,66%
8,65,anti_first_fail,indomain_min,time,60,110,0.000198058,,3.30E-06,,
8,66,anti_first_fail,indomain_min,obj,525342,525342,582642,692850,1.109071805,,16%
8,66,anti_first_fail,indomain_min,time,60,80,0.000193292,,3.22E-06,,
8,67,anti_first_fail,indomain_min,obj,620330,620330,620330,622580,1,,0%
8,67,anti_first_fail,indomain_min,time,50,70,0.000194968,,3.90E-06,,
8,68,anti_first_fail,indomain_min,obj,401690,401690,407090,583210,1.013443202,,30%
8,68,anti_first_fail,indomain_min,time,60,80,0.000208312,,3.47E-06,,
8,69,anti_first_fail,indomain_min,obj,1150898,1150898,1150898,3352629,1,,66%
8,69,anti_first_fail,indomain_min,time,60,80,0.000204632,,3.41E-06,,
8,70,anti_first_fail,indomain_min,obj,276296,276296,279264,360096,1.010742103,,22%
8,70,anti_first_fail,indomain_min,time,60,90,0.000238196,,3.97E-06,,
8,71,anti_first_fail,indomain_min,obj,1020990,1020990,1020990,2252190,1,,55%
8,71,anti_first_fail,indomain_min,time,60,70,0.00019436,,3.24E-06,,
8,72,anti_first_fail,indomain_min,obj,476690,476690,476690,722740,1,,34%
8,72,anti_first_fail,indomain_min,time,70,70,0.000197552,,2.82E-06,,
8,73,anti_first_fail,indomain_min,obj,2148150,2148150,2148150,3323000,1,,35%
8,73,anti_first_fail,indomain_min,time,60,70,0.000249273,,4.15E-06,,
8,74,anti_first_fail,indomain_min,obj,1250475,1250475,1398375,1437975,1.118275055,,3%
8,74,anti_first_fail,indomain_min,time,60,100,0.000216856,,3.61E-06,,
8,75,anti_first_fail,indomain_min,obj,892928,892928,892928,996228,1,,10%
8,75,anti_first_fail,indomain_min,time,60,80,0.000209768,,3.50E-06,,
8,76,anti_first_fail,indomain_min,obj,255860,255860,400200,476960,1.564136637,,16%
8,76,anti_first_fail,indomain_min,time,50,100,0.000255983,,5.12E-06,,
8,77,anti_first_fail,indomain_min,obj,356554,356554,356554,203599,1,,-75%
8,77,anti_first_fail,indomain_min,time,50,100,0.000247055,,4.94E-06,,
8,78,anti_first_fail,indomain_min,obj,2380030,2380030,2392930,2774630,1.0054201,,14%
8,78,anti_first_fail,indomain_min,time,50,80,0.000217537,,4.35E-06,,
8,79,anti_first_fail,indomain_min,obj,530112,530112,530112,543912,1,,3%
8,79,anti_first_fail,indomain_min,time,60,80,0.000203784,,3.40E-06,,
8,80,anti_first_fail,indomain_min,obj,426430,426430,426430,449790,1,,5%
8,80,anti_first_fail,indomain_min,time,70,100,0.00024686,,3.53E-06,,
8,81,anti_first_fail,indomain_min,obj,2240561,2240561,3061196,3745786,1.366263181,,18%
8,81,anti_first_fail,indomain_min,time,50,80,0.000211262,,4.23E-06,,
8,82,anti_first_fail,indomain_min,obj,154277,154277,154277,304077,1,,49%
8,82,anti_first_fail,indomain_min,time,60,60,0.000536352,,8.94E-06,,
8,83,anti_first_fail,indomain_min,obj,373330,373330,373330,528130,1,,29%
8,83,anti_first_fail,indomain_min,time,70,90,0.000205906,,2.94E-06,,
8,84,anti_first_fail,indomain_min,obj,281883,281883,283239,175329,1.004810506,,-62%
8,84,anti_first_fail,indomain_min,time,90,110,0.000210879,,2.34E-06,,
8,85,anti_first_fail,indomain_min,obj,255535,255535,255535,300760,1,,15%
8,85,anti_first_fail,indomain_min,time,60,100,0.000218489,,3.64E-06,,
8,86,anti_first_fail,indomain_min,obj,937406,937406,964316,1210416,1.028706878,,20%
8,86,anti_first_fail,indomain_min,time,60,80,0.000195519,,3.26E-06,,
8,87,anti_first_fail,indomain_min,obj,1444466,1444466,1444466,2482666,1,,42%
8,87,anti_first_fail,indomain_min,time,60,80,0.000209167,,3.49E-06,,
8,88,anti_first_fail,indomain_min,obj,417508,417508,417508,453808,1,,8%
8,88,anti_first_fail,indomain_min,time,50,70,0.000195337,,3.91E-06,,
8,89,anti_first_fail,indomain_min,obj,361280,361280,361280,365080,1,,1%
8,89,anti_first_fail,indomain_min,time,60,80,0.000205166,,3.42E-06,,
8,90,anti_first_fail,indomain_min,obj,1030015,1030015,1188307,1977815,1.153679315,,40%
8,90,anti_first_fail,indomain_min,time,60,100,0.000215828,,3.60E-06,,
8,91,anti_first_fail,indomain_min,obj,900492,900492,900492,1236492,1,,27%
8,91,anti_first_fail,indomain_min,time,50,60,0.000192395,,3.85E-06,,
8,92,anti_first_fail,indomain_min,obj,806920,806920,806920,933310,1,,14%
8,92,anti_first_fail,indomain_min,time,50,110,0.000213717,,4.27E-06,,
8,93,anti_first_fail,indomain_min,obj,1488220,1488220,1488220,2190620,1,,32%
8,93,anti_first_fail,indomain_min,time,60,80,0.000195572,,3.26E-06,,
8,94,anti_first_fail,indomain_min,obj,1198048,1198048,1471952,1797464,1.22862523,,18%
8,94,anti_first_fail,indomain_min,time,60,80,0.000200625,,3.34E-06,,
8,95,anti_first_fail,indomain_min,obj,386480,386480,411580,674920,1.064945146,,39%
8,95,anti_first_fail,indomain_min,time,60,80,0.000233964,,3.90E-06,,
8,96,anti_first_fail,indomain_min,obj,562750,562750,562750,563550,1,,0%
8,96,anti_first_fail,indomain_min,time,60,80,0.000226393,,3.77E-06,,
8,97,anti_first_fail,indomain_min,obj,214962,214962,214962,256962,1,,16%
8,97,anti_first_fail,indomain_min,time,60,80,0.000201095,,3.35E-06,,
8,98,anti_first_fail,indomain_min,obj,1484970,1484970,1484970,1885370,1,,21%
8,98,anti_first_fail,indomain_min,time,60,70,0.000352491,,5.87E-06,,
8,99,anti_first_fail,indomain_min,obj,823415,823415,878669,936195,1.067103465,,6%
8,99,anti_first_fail,indomain_min,time,60,100,0.000216821,,3.61E-06,,
8,100,anti_first_fail,indomain_min,obj,345051,345051,535951,170833,1.553251548,,-214%
8,100,anti_first_fail,indomain_min,time,60,110,0.000222812,,3.71E-06,,
9,1,anti_first_fail,indomain_min,obj,450440,450440,450440,563165,1,,20%
9,1,anti_first_fail,indomain_min,time,50,80,0.000212155,,4.24E-06,,
9,2,anti_first_fail,indomain_min,obj,1178406,1178406,1178406,1921420,1,,39%
9,2,anti_first_fail,indomain_min,time,60,80,0.000202529,,3.38E-06,,
9,3,anti_first_fail,indomain_min,obj,627070,627070,627070,675790,1,,7%
9,3,anti_first_fail,indomain_min,time,50,80,0.000202186,,4.04E-06,,
9,4,anti_first_fail,indomain_min,obj,2531930,2531930,2531930,2538530,1,,0%
9,4,anti_first_fail,indomain_min,time,60,70,0.000195395,,3.26E-06,,
9,5,anti_first_fail,indomain_min,obj,2076086,2076086,2076086,2587386,1,,20%
9,5,anti_first_fail,indomain_min,time,70,140,0.00019082,,2.73E-06,,
9,6,anti_first_fail,indomain_min,obj,1453500,1453500,1764430,2156330,1.213918129,,18%
9,6,anti_first_fail,indomain_min,time,60,170,0.000225103,,3.75E-06,,
9,7,anti_first_fail,indomain_min,obj,1344400,1344400,1344400,1503800,1,,11%
9,7,anti_first_fail,indomain_min,time,50,130,0.000218029,,4.36E-06,,
9,8,anti_first_fail,indomain_min,obj,2215152,2215152,2215152,3191876,1,,31%
9,8,anti_first_fail,indomain_min,time,70,100,0.000202408,,2.89E-06,,
9,9,anti_first_fail,indomain_min,obj,1715684,1715684,1715684,2977484,1,,42%
9,9,anti_first_fail,indomain_min,time,60,80,0.000219819,,3.66E-06,,
9,10,anti_first_fail,indomain_min,obj,2067202,2067202,2067202,2155402,1,,4%
9,10,anti_first_fail,indomain_min,time,120,70,0.000259875,,2.17E-06,,
9,11,anti_first_fail,indomain_min,obj,1295000,1295000,1295000,1317200,1,,2%
9,11,anti_first_fail,indomain_min,time,60,80,0.000217523,,3.63E-06,,
9,12,anti_first_fail,indomain_min,obj,288576,288576,310188,196284,1.074891883,,-58%
9,12,anti_first_fail,indomain_min,time,60,100,0.000190047,,3.17E-06,,
9,13,anti_first_fail,indomain_min,obj,1364865,1364865,1364865,1378265,1,,1%
9,13,anti_first_fail,indomain_min,time,60,90,0.000225141,,3.75E-06,,
9,14,anti_first_fail,indomain_min,obj,243310,243310,243310,248470,1,,2%
9,14,anti_first_fail,indomain_min,time,70,110,0.000258057,,3.69E-06,,
9,15,anti_first_fail,indomain_min,obj,1897860,1897860,1897860,2472560,1,,23%
9,15,anti_first_fail,indomain_min,time,60,90,0.000211128,,3.52E-06,,
9,16,anti_first_fail,indomain_min,obj,1522140,1522140,1653384,1579048,1.086223343,,-5%
9,16,anti_first_fail,indomain_min,time,60,90,0.000194691,,3.24E-06,,
9,17,anti_first_fail,indomain_min,obj,3864300,3864300,3864300,4301800,1,,10%
9,17,anti_first_fail,indomain_min,time,60,70,0.000194901,,3.25E-06,,
9,18,anti_first_fail,indomain_min,obj,791256,791256,791256,857232,1,,8%
9,18,anti_first_fail,indomain_min,time,130,100,0.000205731,,1.58E-06,,
9,19,anti_first_fail,indomain_min,obj,1240128,1240128,1240128,2114028,1,,41%
9,19,anti_first_fail,indomain_min,time,60,60,0.000190148,,3.17E-06,,
9,20,anti_first_fail,indomain_min,obj,361648,361648,361648,424888,1,,15%
9,20,anti_first_fail,indomain_min,time,70,90,0.000220931,,3.16E-06,,
9,21,anti_first_fail,indomain_min,obj,588853,588853,588853,614953,1,,4%
9,21,anti_first_fail,indomain_min,time,60,80,0.000237874,,3.96E-06,,
9,22,anti_first_fail,indomain_min,obj,315538,315538,315538,315538,1,,0%
9,22,anti_first_fail,indomain_min,time,60,90,0.000196111,,3.27E-06,,
9,23,anti_first_fail,indomain_min,obj,1540700,1540700,1540700,2412500,1,,36%
9,23,anti_first_fail,indomain_min,time,60,90,0.000242707,,4.05E-06,,
9,24,anti_first_fail,indomain_min,obj,734300,734300,736400,763100,1.002859867,,3%
9,24,anti_first_fail,indomain_min,time,60,80,0.000199339,,3.32E-06,,
9,25,anti_first_fail,indomain_min,obj,570485,570485,570485,669585,1,,15%
9,25,anti_first_fail,indomain_min,time,60,90,0.000242368,,4.04E-06,,
9,26,anti_first_fail,indomain_min,obj,587290,587290,593246,823846,1.010141497,,28%
9,26,anti_first_fail,indomain_min,time,60,90,0.000255624,,4.26E-06,,
9,27,anti_first_fail,indomain_min,obj,113862,113862,113862,118022,1,,4%
9,27,anti_first_fail,indomain_min,time,60,70,0.000364461,,6.07E-06,,
9,28,anti_first_fail,indomain_min,obj,624200,624200,728900,594800,1.1677347,,-23%
9,28,anti_first_fail,indomain_min,time,60,90,0.000225959,,3.77E-06,,
9,29,anti_first_fail,indomain_min,obj,1422084,1422084,1422084,1649384,1,,14%
9,29,anti_first_fail,indomain_min,time,60,120,0.000194561,,3.24E-06,,
9,30,anti_first_fail,indomain_min,obj,1392561,1392561,1392561,1688161,1,,18%
9,30,anti_first_fail,indomain_min,time,50,60,0.000194859,,3.90E-06,,
9,31,anti_first_fail,indomain_min,obj,1555299,1555299,1555299,2678199,1,,42%
9,31,anti_first_fail,indomain_min,time,60,80,0.000226434,,3.77E-06,,
9,32,anti_first_fail,indomain_min,obj,2757672,2757672,3037644,3768244,1.101524764,,19%
9,32,anti_first_fail,indomain_min,time,60,100,0.000212745,,3.55E-06,,
9,33,anti_first_fail,indomain_min,obj,1117280,1117280,1117280,1112780,1,,0%
9,33,anti_first_fail,indomain_min,time,60,80,0.000210556,,3.51E-06,,
9,34,anti_first_fail,indomain_min,obj,1013230,1013230,1026200,902500,1.012800647,,-14%
9,34,anti_first_fail,indomain_min,time,60,90,0.000278894,,4.65E-06,,
9,35,anti_first_fail,indomain_min,obj,3159282,3159282,3159282,5344338,1,,41%
9,35,anti_first_fail,indomain_min,time,60,70,0.000195811,,3.26E-06,,
9,36,anti_first_fail,indomain_min,obj,552196,552196,552196,552196,1,,0%
9,36,anti_first_fail,indomain_min,time,60,70,0.000191053,,3.18E-06,,
9,37,anti_first_fail,indomain_min,obj,2084936,2084936,2084936,2380436,1,,12%
9,37,anti_first_fail,indomain_min,time,50,80,0.000209881,,4.20E-06,,
